gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,celltype
mylz3,46.48603583539639,0.5744512683312025,0.4573234882791791,17.72418029759433,0.0033127077606984715,0.0499414207835268,BrancPorEp-120
klf3,59.97178799697063,-0.44053516603399645,0.5110910292020775,68.63163237402804,1.9736831951430808e-13,8.574756354171621e-11,BrancPorEp-120
BX323590.3,3.511714785796269,1.7211339212693553,0.9922320097695931,23.804559251561408,2.36713985539726e-4,0.007393830960093794,BrancPorEp-120
arfip1,7.899886142574893,0.1931047842306671,0.798345087225509,18.149523298736568,0.002764731574508082,0.04389585446702367,BrancPorEp-120
sugt1,16.75750904890304,-0.40747158238920206,0.6495915353229389,21.166289508911817,7.535007944478583e-4,0.017290377191811642,BrancPorEp-120
prkx,18.689274410906027,0.8473442395991926,0.6148564129211544,18.614242965016558,0.002267388372573744,0.03855115816195315,BrancPorEp-120
nr3c2,34.040470619777075,1.1227499433266048,0.5229053247456024,29.533687184746228,1.821647522770503e-5,9.261333522681101e-4,BrancPorEp-120
hpgd,5.5154844328869315,-2.0908801755177246,1.1991692960320277,39.391420882285644,1.9807075092920988e-7,2.0577828667189002e-5,BrancPorEp-120
FO834828.2,8.86149602581202,-0.731554581856883,0.9266820625551858,26.819613208845865,6.184624804395199e-5,0.002463026828350388,BrancPorEp-120
abca1a,17.37551720133078,-1.9064450732612432,0.6906424346874772,30.959876284082526,9.539677018829425e-6,5.440339742644703e-4,BrancPorEp-120
ucp1,9.334773292693551,-0.2808643356659836,0.8255959777218472,20.63763927576315,9.481907825844807e-4,0.02034812328894352,BrancPorEp-120
dnajb1b,16.68591786586835,-2.165127451475118,1.1240922683722783,40.660204648068415,1.0988908833316927e-7,1.1670221180982577e-5,BrancPorEp-120
bzw1b,10.461690631684917,-0.7602815157155204,1.0172333439002956,25.10101396930345,1.332133620165545e-4,0.004671130887714672,BrancPorEp-120
irs2b,19.94231715564401,0.7511822731347815,0.6022014403353507,44.10470921446223,2.2055811650858894e-8,3.01156353941299e-6,BrancPorEp-120
crfb4,55.90242873516947,0.6642035006344568,0.37264743861758587,17.784225632729317,0.0032293483531548144,0.04899382787214875,BrancPorEp-120
scel,80.86906067352066,-0.1453564160085906,0.3946388155428266,30.925519623074422,9.689825125719344e-6,5.440339742644703e-4,BrancPorEp-120
tsc22d1,33.786711864128605,0.5438061779094762,0.4732596575262157,19.825054542447972,0.0013477988254228096,0.026398076174981994,BrancPorEp-120
neb,21.306540535026553,1.3845601270091663,0.537432641358034,19.834997997396925,0.0013420274958075961,0.026393207417549393,BrancPorEp-120
nabp1a,8.457916418392696,-1.5849325612959095,1.1143631860635417,17.728290352397707,0.0033069353377094034,0.0499414207835268,BrancPorEp-120
hspd1,9.359823227533262,-0.08773407744981529,0.9266904698054493,21.529072505624228,6.432698224887949e-4,0.015575462713265778,BrancPorEp-120
rcan1a,8.802945604304892,-0.15203082315392025,0.8352705020321252,18.814213657823245,0.0020814391154214433,0.0371164087037279,BrancPorEp-120
