gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,time
rtcb,29.219498455084256,-0.11733657610669343,0.48383353453114275,0.059713129853768976,0.8069499261958777,0.9837362265107158,t1-15HF.t0-UF
CU855889.1,0.5821868493872574,-17.36833780960746,266.1086206461445,2.885963191228072,0.08935455751716015,NA,t1-15HF.t0-UF
fbxo7,7.115206305825384,-1.0091244155045282,0.7619148648254331,1.7809255731457547,0.18203571245304628,NA,t1-15HF.t0-UF
CU855889.2,10.284668304642613,-0.6991278557663171,0.6825889055671122,1.047180231979624,0.3061573996861865,NA,t1-15HF.t0-UF
ost4,14.836828470916677,-0.5968752164780097,0.6011899692482534,0.9899778559784735,0.3197477867444999,NA,t1-15HF.t0-UF
agbl5,14.367015364438586,-1.0033189835869216,0.592158140521853,2.8834571510943263,0.08949369373654298,NA,t1-15HF.t0-UF
tmem214,47.530885583586546,0.5089666589521312,0.38443185665665913,1.756199356840213,0.18509928109136972,0.8960314525224252,t1-15HF.t0-UF
mapre3b,39.126077382084134,-0.34215851691210647,0.4845244170425493,0.5019112157483789,0.47866155220545525,0.9837362265107158,t1-15HF.t0-UF
dpysl5b,19.06823576652284,0.09690018088770923,0.5791292221640194,0.03722969298033263,0.8469981456920471,0.9837362265107158,t1-15HF.t0-UF
sobpb,59.32218820547128,-0.6142225233867153,0.5723086317791838,1.1432450958450957,0.28496766527323525,0.9625853222512364,t1-15HF.t0-UF
si:ch211-152c2.3,9.401684359489137,-0.27169644843060614,0.8067220282625264,0.12690065408870765,0.7216674427463808,NA,t1-15HF.t0-UF
crybg1b,18.165880810659047,0.4891307641355014,0.5082324585778373,0.9307965439151928,0.3346560291507277,0.9697388130319926,t1-15HF.t0-UF
BX649468.1,1.7271328859297872,-2.5746912471624195,1.7285999333513402,2.371976290746865,0.12353057728296,NA,t1-15HF.t0-UF
mrap2b,0.6974243698342645,16.195037261679815,194.68576203150266,2.2183202098946087,0.1363813750574658,NA,t1-15HF.t0-UF
ripply2,0,NA,NA,NA,NA,NA,t1-15HF.t0-UF
sim1b,0.8937475608947316,16.617717373931217,193.66427927998856,3.6899397316354943,0.05474159420700897,NA,t1-15HF.t0-UF
atp23,7.977946077679654,-0.3416107374808936,0.7272450667868031,0.22387784737918892,0.6361009464281155,NA,t1-15HF.t0-UF
