gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,time,short_cell_type,seurat_clusters,short_cell_type_cluster
myhz1.1.1,17.866060621814366,4.96815116473815,1.0559253329107494,25.401808578703992,4.6548151474470956e-7,0.006346840453544115,t2-30HF.t0-UF,EntericMus,215,EntericMus-99
slc26a3.2,9.51060113249381,18.131914757471183,194.74183911225052,10.799598963861943,0.0010152208541210905,0.04099304208179887,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
pawr,8.420023657615221,17.965972197363897,195.14624777377995,9.760136171986154,0.0017833670060052162,0.04267738430232942,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
sb:cb1058,15.265608409428404,4.390931942890411,1.7032548947429214,10.192718471645268,0.0014099630086948812,0.041939922343332575,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
anxa2b,9.010277042394712,18.05758901503103,194.922666870646,10.365234924437441,0.001284105577235593,0.041939922343332575,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
bbox1,48.71326251071239,6.097622820790156,1.6406962535882659,24.46857154835238,7.553191568120312e-7,2.6058510910015076e-4,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
abcc12,10.002038381370998,18.190860596637304,194.59884507584644,10.714699937711323,0.0010628769394063864,0.04099304208179887,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
rhpn2,8.009628862196516,17.89582065945559,195.3179046941511,9.462806161948254,0.002096800554858859,0.043842193419776146,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
hnf4b,20.071914671607928,3.7838394915611415,1.3406801584784702,10.091915366535439,0.0014892123432770183,0.041939922343332575,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
sec24d,7.77655355864662,17.8452926237798,195.44181950985543,9.179765378780811,0.0024470539061637367,0.04894107812327474,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
aacs,14.948316780555057,4.360132136102064,1.7029947461767387,10.056971413764273,0.0015177252020362913,0.041939922343332575,t4-120HF.t0-UF,EnteroAnte,195,EnteroAnte-1
