gene_id	mut_hf_R1	mut_hf_R2	mut_hf_R3	mut_nf_R1	mut_nf_R2	mut_nf_R3	wt_hf_R1	wt_hf_R2	wt_hf_R3	wt_nf_R1	wt_nf_R2	wt_nf_R3
ENSDARG00000104808	1169	1805	1557	1456.001	958.143	1173.179	1474	1296.372	2057	1140	1449	1599.139
ENSDARG00000104809	168	134	49	67	38	129	86	108	66	246	46	194
ENSDARG00000104810	60	119	126	104	0	26	44	97	128	44	45	30
ENSDARG00000104811	0	14.613	4	43.005	0	50	29.002	0	5	0	33	5.001
ENSDARG00000104812	0	14	0	0	0	14	0	0	12	0	4	0
ENSDARG00000104815	24	50	22	45	0	51	47	12	71	32	54	69
ENSDARG00000104817	291.693	339.234	408.021	604.566	285.106	436.45	342.341	459.347	378.725	75.322	185.552	221.638
ENSDARG00000104818	66	69	79	67	2	28	0	50	71.999	56	43	88
ENSDARG00000104819	28.781	29.879	42.48	3.886	21.51	81.871	57.492	28.357	3.823	50.972	68.112	5.721
ENSDARG00000104820	2034	3287	2316	2161	2136	1868	2427	3041	3285	2048	2242	2686
ENSDARG00000104822	0	20.779	32.536	0	0	0	12.842	33.021	0	0	0	0
ENSDARG00000104823	0	6	0	0	0	0	25	0	13	24	0	14
ENSDARG00000104824	65	376	154	110	114	83	258	236	306	131	49	178
ENSDARG00000104825	0	0	23.369	0	1	0	0	0	9.855	0	0	0
ENSDARG00000104826	2003.374	2258.157	1172.079	1275.66	2044.995	1071.003	1545.75	1796.147	2829.407	0	935.098	1511.151
ENSDARG00000104829	18	51	33	65	37	0	20	48	0	112	17	6
ENSDARG00000104831	278	337	194	413	392	505	320	347	323	303	316	375
ENSDARG00000104832	11.882	0	24.313	0	0	0	0	2.61	9.021	18.699	0	33.895
ENSDARG00000104833	0	0	3	40	0	0	0	19	5	1	0	0
ENSDARG00000104834	0	12	23	7	6	23	0	16	28	0	31	18
ENSDARG00000104835	1500.99	2442.774	2161.403	1461.491	919.366	1333.539	1613.774	2021.256	2409.366	1145	1261.154	1418.65
ENSDARG00000104836	1655.414	668.397	543.995	763.926	548.805	925.941	907.094	1866.03	1687.95	495.178	980.281	1059.831
ENSDARG00000104837	638	1150	609	512	396	437	789	841	1198	604	535	552
ENSDARG00000104838	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104839	199	425	256	277	397	103	299	278	326	261	50	220
ENSDARG00000104840	258.138	574.436	398.811	199.017	278.29	117.712	461.678	379.618	484.288	145.186	80.029	156.005
ENSDARG00000104841	0	0	0	20	0	0	0	3	3	0	0	0
ENSDARG00000104845	153	153	134	83	159	67	424	158.001	343	39	86	180
ENSDARG00000104846	723.232	1698.976	1253.322	838.668	768.752	734.751	1085.901	1237.419	1492.759	578.997	910.347	925.805
ENSDARG00000104847	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104848	187	410	649	203	260	170	281	325	534	262	315	214
ENSDARG00000104849	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104850	0	36.645	32.52	105.116	20.87	39.827	18	36.023	73.389	0	36.65	19
ENSDARG00000104852	21.307	0	0	0	0	0	0	0	7.001	61.831	0	0
ENSDARG00000104853	308	437	394	232	262	304	222	345	483	81	120	256
ENSDARG00000104854	56.404	50.478	0	0	47.012	0	99.986	21.187	45.877	48	13	0
ENSDARG00000104856	7	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104858	0	0	0	0	16	0	0	6	0	0	0	0
ENSDARG00000104859	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104860	6	24	28	24	27	0	6	4	63	44	0	7
ENSDARG00000104861	21	131	27	104	15	36	29	61	77	1	25	19
ENSDARG00000104864	283.332	601.358	476.586	538.351	547.633	317.079	496.776	396.892	519.331	479.366	332.365	499.796
ENSDARG00000104865	0	0	0	0	0	0	0	0	3	0	0	0
ENSDARG00000104867	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104868	100	432	113	154	197	78	172	207	327	86	78	118
ENSDARG00000104869	19	46	59	10	48	3	32	20	41	16	10	48
ENSDARG00000104870	7.378	22.844	48.676	78.771	187.793	0	0	63.861	113.995	2.661	0	0
ENSDARG00000104871	1240.047	1885.176	1218.137	960.057	1067.009	718.003	1626.133	2068.672	2200.254	792.06	1259	1831.839
ENSDARG00000104873	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104874	134	212	225	149	132	85	141	113	227	18	153	145
ENSDARG00000104875	17	39	0	33	17	4	15	0	11	0	0	0
ENSDARG00000104876	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104878	0	0	0	0	0	0	0	0	0	0	0	15
ENSDARG00000104881	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104882	0	0	4	0	0	0	0	0	7.003	0	0	16.503
ENSDARG00000104883	2	45	56	0	0	23	39	51	31	0	9	33
ENSDARG00000104884	14	0	11	9	0	0	0	20.654	3	0	6	0
ENSDARG00000104885	180.208	255.064	128.039	109.054	23.221	156.062	128.006	210.026	192.458	56.025	138.031	166.034
ENSDARG00000104886	130.56	86.207	162.507	19.191	17.619	21.189	119.176	43.584	114.165	12.189	29.028	48.111
ENSDARG00000104887	33.486	72.955	34.016	1.179	29.195	48.327	59.228	31.244	38.182	0	0	0
ENSDARG00000104888	1.046	0	0	0	0	0	0	26.617	3.682	0	0	0
ENSDARG00000104889	2424	4393	3316	3163	2331	2499	3668	2970	3829	2402	1850	4212
ENSDARG00000104890	83.98	344.267	386.512	332.903	116.207	209.907	258.965	100.841	474.202	0	134.6	160.253
ENSDARG00000104891	305	265	156	253	198	145	77	310	367	105	116	248
ENSDARG00000104892	20.19	0	0	1.035	0	13.118	30.72	0	0	0	0	4.267
ENSDARG00000104893	0	77.849	48.548	17.03	0	0	71.42	0	0	42.198	38.153	41.036
ENSDARG00000104894	42	125	48	71	46	16	105	72.995	134	35	61.013	76
ENSDARG00000104895	0	0	11	0	0.713	0	0	0	0	0	0	12.011
ENSDARG00000104897	69.591	39.75	3.083	0	58.804	75.005	35.954	67.062	105.538	28.171	0	38.788
ENSDARG00000104899	382.003	964.207	643.525	369.8	508	431.259	584.621	1101.867	745.354	605.346	206.133	799.709
ENSDARG00000104900	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104901	348	388	357	346	412	273	278	454	510	144	282	388
ENSDARG00000104903	107	153	224	197	117	57	202	156	180	75	101	113
ENSDARG00000104904	261.124	434.229	535.713	390.692	304.575	126.308	459.715	288.081	524.199	234.153	361.802	268.892
ENSDARG00000104905	11	23.671	0	31	79	0	29	41.468	47.135	0	0	0
ENSDARG00000104906	138.854	251.455	177.509	140.013	109.955	70.898	132.73	227.57	196.013	158.474	21.296	151.198
ENSDARG00000104907	407	496	567	382	311	324	529	561	629	433	395	499
ENSDARG00000104910	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104911	0	0	0	0	0	0	0	9	0	0	0	0
ENSDARG00000104914	83	143	129	97	155	165	94	182	117	53	70	232
ENSDARG00000104916	119.518	156.624	176.309	79.002	196.678	84.199	181.847	224.837	184.261	10.692	177.433	100.085
ENSDARG00000104919	0	0	27	0	0	9	18	23	16	0	0	0
ENSDARG00000104922	106	241	175	188	148	54	131	134	160	246	137	187
ENSDARG00000104924	303.245	203.501	101.613	269.57	162.14	64.287	132.271	346.821	313.343	70.833	319.919	286.345
ENSDARG00000104925	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104926	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104927	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104928	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104929	1141.296	782.632	711.464	1464.924	525.736	843.44	798.684	956.623	855.125	362.269	467.56	573.604
ENSDARG00000104930	451	404	379	355	355	284	380	656	528.733	162	420	327
ENSDARG00000104931	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104932	0	0	0	39.996	0	0	19.086	0	0	0	0	0
ENSDARG00000104936	48	93	63	34	0	32	128	12	43	32	11	0
ENSDARG00000104937	6881	14850.999	9896.004	8029	8973.999	7166	8936.179	8035.398	13028.001	5641	5338.992	8674.654
ENSDARG00000104938	537.173	541.187	493.093	451.011	196.671	608.154	483.909	357.822	537.71	363.895	759.019	886.492
ENSDARG00000104940	333	316	185	453	124	133	321	490	376	483	154	331
ENSDARG00000104943	36	97	65	109	47	70	38	17	44	23	15	34
ENSDARG00000104945	2652	7324	4642	2970	2631	2559	2711	4076	5271	1844	2057	2009
ENSDARG00000104947	55.044	7.002	79.754	124.807	84	15.999	73.622	39	41.837	26	49	25
ENSDARG00000104948	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104949	325	287	296	246	204	200	274	262	261	181	96	302
ENSDARG00000104952	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104953	411.579	1286.877	920.819	773.358	779.533	497.831	576.538	816.983	1102.006	554.249	470.214	577.641
ENSDARG00000104955	6.016	12.002	0	49.081	0	0	0	24.352	0	0	0	0
ENSDARG00000104956	32.483	16.329	38.75	98.021	4.215	1.095	1.222	44.17	2.636	0	0	0
ENSDARG00000104957	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104958	87	280	107	113	94	22	33	107	136	20	71	43
ENSDARG00000104959	119	326	241	260	227	185	71	166	196	266	110	144
ENSDARG00000104960	23	22	0	0	3	0	0	5	7	0	30	56
ENSDARG00000104961	70	122	46	61	15	56	65	62	68	0	52	13
ENSDARG00000104962	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104963	105.526	0	84.745	161.067	26.194	1.183	37.175	76.688	43.107	0	5.994	9.475
ENSDARG00000104965	2	3	12	0	0	0	0	0	19	0	0	0
ENSDARG00000104966	566.055	637.976	378.861	261.637	441.436	299.552	135.544	474.221	509.047	532.326	335.728	561.989
ENSDARG00000104967	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104968	409.112	602.439	499.626	456.71	518.993	549.933	383.312	396.283	632.386	389.998	233.78	319.465
ENSDARG00000104972	0	0	0	0	0	1.861	0	7	12	20	0	0
ENSDARG00000104973	0	0	5	0	0	0	8	8	0	0	5	2
ENSDARG00000104974	14	91	94	96	118	72	21	81	87	106	55	101
ENSDARG00000104976	20.318	4	0	0	0	48	33	23	5	0	0	0
ENSDARG00000104979	14.67	0	0	0	0	0	0	0	8	0	17.933	4.678
ENSDARG00000104980	3325.785	4203.903	3405.644	3870.102	2168.678	3339.501	3100.243	3752.742	3839.117	2935.599	3519.573	3616.825
ENSDARG00000104981	41	70	22	0	12	18	52	37	24	19	31	0
ENSDARG00000104984	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104985	40.583	115.218	19.042	37.004	75.341	28.891	28.418	37.526	118.294	4.978	20.234	67.257
ENSDARG00000104986	0	21	2.074	54.067	25	47	0	0	3	0	0	3
ENSDARG00000104987	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104989	227	297	147	210	252	111	140	200	287	153	156	174
ENSDARG00000104992	27	2	16	0	34	0	0	0	11	0	0	0
ENSDARG00000104993	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000104995	12.384	17.746	0	0	0	0	27.913	0	11.97	0	0	22
ENSDARG00000104996	446	701	582	324	575	377	453	623	633	365	445	483
ENSDARG00000104999	898	602	567	681	395	307	671	1003	746	516	639	592
ENSDARG00000105000	18	54	17	13	3	0	18	62	70	0	0	5
ENSDARG00000105001	31	69	44	58	24	17	41	60	62	0	17	42
ENSDARG00000105003	874	1799	971	926	1160	889	1123	1030	1444	727	857	923
ENSDARG00000105004	1.003	0	0	1	0	0	0	0	0	0	0	0
ENSDARG00000105005	0	0	0	6.644	0	0	0	0	0	0	0	0
ENSDARG00000105007	0	0	0	0	0	0	0	6	0	0	0	0
ENSDARG00000105008	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105009	509	912	555	537	407	368	662	595	829	288	305	533
ENSDARG00000105010	417	632	354	457	407	349	468	837	750	133	276	256
ENSDARG00000105011	170	341	185	270	312	178	406	260	310	212	590	370
ENSDARG00000105012	198	391	266	171	298	398	316	316	302	303	164	175
ENSDARG00000105013	5	29	17	0	26	0	88	28	81	34	32	0
ENSDARG00000105014	246.83	218.798	325.468	160.049	115.15	242.748	103.361	274.821	495.593	299.953	277.919	125.697
ENSDARG00000105015	5	14	27	0	0	0	0	1	38.999	0	62	0
ENSDARG00000105016	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105018	108.126	161.962	134.144	231.278	194	119.001	175.082	107.011	186.077	90	78.07	110
ENSDARG00000105019	241.589	41.912	37.469	282.159	83.123	58.685	107.156	57.658	47.303	0	95.759	114.965
ENSDARG00000105022	6	33	1	0	10	0	0	0	20	0	25	0
ENSDARG00000105023	14	3	15	0	0	42	0	1	0	0	0	4
ENSDARG00000105028	353	467	444	368	268	311	535	465	612	248	350	420
ENSDARG00000105029	8	18	0	0	0	0	15	19	15	0	3	0
ENSDARG00000105031	0	0	2.98	0	0	0	0	5.996	0	0	0	0
ENSDARG00000105033	16	5	0	42	0	0	0	8	21	0	0	0
ENSDARG00000105034	164	297	184	92	89	133	186	178	209	192	164	225
ENSDARG00000105035	241	557	456	187	275	275	312	329	380	325	323	237
ENSDARG00000105036	318	621	368	364	240	287	443	469	487	410	452	423
ENSDARG00000105037	895	1369	856	1730	938	969	900	1227	1426	754	848	1321
ENSDARG00000105038	81.646	65.015	36.028	35.017	55.74	49.946	36.011	88.179	44.235	19.255	34.578	57.054
ENSDARG00000105039	0	4	0	0	0	6	12	12	41	51	41	35
ENSDARG00000105040	287	335.001	247	209.085	295	66	319	425	296.127	307	252.569	333
ENSDARG00000105041	73.113	36.329	67.021	125.716	2.293	112.521	91.408	73.236	55.864	23.133	81.199	51.022
ENSDARG00000105042	0	0	0	0	0	11	15	0	0	36	0	6
ENSDARG00000105043	15	15	0	0	0	0	0	1	16	0	0	0
ENSDARG00000105044	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105045	100	233	74	8	91	67	27	96	209	58	64	104
ENSDARG00000105046	149	162	110	191	172	114	277	133	339	122	83	229
ENSDARG00000105047	38.626	66.58	44.443	141.356	181.159	32.832	86.422	146.838	49.665	140.521	137.866	66.786
ENSDARG00000105048	0	15	8	0	8	0	36	13	24	0	0	0
ENSDARG00000105050	60	201	121	89	125	132	115	74	187	0	66	90
ENSDARG00000105051	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105052	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105053	0	13	0	26	7	0	3	0	6	0	0	0
ENSDARG00000105055	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105056	31.977	0	7	0	0	0	0	7	17	0	0	31
ENSDARG00000105057	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105058	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105059	881	1477	908	924	616	771	705	1067	1478.001	1024	654	921
ENSDARG00000105060	899	1655	986	1092	1181	892	1312	1133	1387	675	1019	924
ENSDARG00000105061	58	109	56	104	92	92	75	123	49	17	99	75
ENSDARG00000105063	0	31.342	9.214	17.102	0	6.235	0	0	35.454	0	0	0
ENSDARG00000105067	6.707	48.149	0	6.014	0	20.896	0	20.993	60.979	0	0	9.6
ENSDARG00000105068	34	22	14	29	18	0	0	17	44	33	0	2
ENSDARG00000105069	0	0	0	0	27	0	0	0	0	0	0	0
ENSDARG00000105071	34.41	113.576	93.375	18	4	19	3.141	48.55	97.534	50	32.467	30.166
ENSDARG00000105073	443.061	563.966	460.723	643.962	462.458	508.423	414.923	605.985	723.216	552.226	346.18	385.089
ENSDARG00000105074	29.982	17.003	32	16	27.02	44	0	54.588	40.984	0	41	80.978
ENSDARG00000105075	52	85	66	43	15	92	14	82	54	0	8	22
ENSDARG00000105076	2.5	0	0	0	0	0	0	1	4	0	0	0
ENSDARG00000105077	105.857	158.629	91.585	71	23	70	110	121.384	117.654	34	108	60
ENSDARG00000105078	0	0	0	0	0	0	0	0	0	9.707	0	0
ENSDARG00000105079	127.268	309.382	286	251.578	302.184	172.459	159.057	291.761	279.078	183	361.896	307
ENSDARG00000105080	41	30.997	12	30	20	0	12	26	44	44	0	26
ENSDARG00000105081	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105083	947.057	1282.342	722.242	790.845	796.571	748.122	901.821	1318.975	1382.613	823.532	876.144	880.653
ENSDARG00000105085	0	0	0	0	0	9.751	0	0	28.16	0	0	0
ENSDARG00000105086	6	12	0	0	0	0	0	11	0	0	0	2
ENSDARG00000105088	1341	2241	1495	1791	1735	1321	1601	1874	2181	1420	1462	1771
ENSDARG00000105089	8	0	12	0	0	0	0	0	5	0	18	0
ENSDARG00000105091	0	0	0	0	146.002	0	22.916	0	15.612	0	0	0
ENSDARG00000105092	69.496	75.078	100.131	52.334	55.459	122.826	110.171	56.851	183.608	88.106	83.144	136.794
ENSDARG00000105093	29	124	17	119	114	53	79	59	74	101	49	90
ENSDARG00000105095	376.654	428.449	327.422	365.296	201.085	352.872	348.577	280.409	448.269	272.684	381.018	461.263
ENSDARG00000105096	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105097	0	0	21.037	0	0	0	0	0	0	19	0	0
ENSDARG00000105098	407.699	645.668	480.522	646.155	605.165	396.009	546.2	975.53	748.875	516.328	568.004	606.647
ENSDARG00000105099	4	18	0	19	0	0	0	15	16	8	19	19
ENSDARG00000105102	682	643	662	855	468	530	435	816	601	1105	648	717
ENSDARG00000105103	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105104	26	47	82	93	81	5	0	13	46	0	9	24
ENSDARG00000105108	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105109	590.413	942.251	480.963	553.171	442.9	396.362	464.623	904.977	881.423	200.991	552.073	468.252
ENSDARG00000105111	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105112	224.691	168.323	167	41.002	174.639	131	127.017	167.895	197.125	196	202.077	212.163
ENSDARG00000105113	238.837	349.708	268.445	330.201	367.653	269.35	243.455	284.645	251.45	128.487	207.551	431.322
ENSDARG00000105114	36	66	30	0	30	26	89	9	55	0	43	0
ENSDARG00000105115	17	8	23	0	23	0	0	0	1	0	0	0
ENSDARG00000105116	1429.999	2143.479	1231	1584.478	1123	1594.993	1855.983	1923.734	2111	1661	1181	1674
ENSDARG00000105117	554	883	697	838	691	952	382	536	925	925	752	922
ENSDARG00000105118	2050.268	3315.192	2252.594	2242.53	1683.162	1649.413	2309.467	2818.269	3036.203	1666.667	1993.103	2073.041
ENSDARG00000105119	0	18.272	13.62	2.403	0	0	0	8.633	5.169	58.467	1.302	3.631
ENSDARG00000105120	68	116	101	203	37	170	42	134	144	81	128	196
ENSDARG00000105121	33	132	33	39	18	117	63	70	123	0	7	9
ENSDARG00000105122	197.016	175.392	206.049	220.946	164.775	151.107	77.556	230.606	282.226	158.21	47.354	137.302
ENSDARG00000105123	404.082	1067.225	1141.786	924.041	527.368	408.558	742.814	640.941	1144.033	585.285	826.029	876.66
ENSDARG00000105124	0	6	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105127	515	762	547	430.693	472	449	491.295	866	787.002	321	630	695
ENSDARG00000105128	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105131	1537.535	710.918	972.431	1127.45	692.388	1146.444	1641.506	1701.437	1153.67	818.034	796	1073.931
ENSDARG00000105133	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105134	271.114	347.909	149.698	187.761	135.796	251.245	291.012	394.532	388.21	236	259.617	281
ENSDARG00000105136	1191.941	1397.255	1175.921	1259.239	1460.475	818.086	1491.65	1778.203	1884.159	754.973	1124.331	1710.12
ENSDARG00000105137	0.956	7.678	0	35.422	0	0	32.06	0	26.962	0	67.542	31.483
ENSDARG00000105141	18	11	40	38	0	0	39	12	70	0	51	72
ENSDARG00000105142	181	175	185	283	313	160	241	203	255	153	183	228
ENSDARG00000105143	36.051	14.984	24.259	0	45.414	6.89	0	20.258	22.17	0	18.025	11.497
ENSDARG00000105144	28.152	13.714	0	0	0	0	0	39.844	32.311	0	0	0
ENSDARG00000105145	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105147	79	238	178	130	40	41	188	151	187	95	108	133
ENSDARG00000105148	0	12	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105150	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105151	11.599	0	0	0	13.934	20.996	0	1	4.287	0	0	0
ENSDARG00000105153	1	13	36	24.385	0	21	0	11	18	0	43	14
ENSDARG00000105154	528.478	937.441	745.963	861.814	586.284	780.398	635.689	512.462	737.433	722.049	364.026	693.125
ENSDARG00000105156	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105157	134.042	236.118	96.114	63.037	207.006	135.577	129	146.341	150.56	118	193.178	110.671
ENSDARG00000105159	425.804	498.551	322.931	411.238	487.142	227.895	484.099	533.398	562.041	312.201	420.518	548.419
ENSDARG00000105161	32.857	88.542	75.6	49.175	66.831	86.525	60.889	86.165	86.986	89.928	0	138.851
ENSDARG00000105162	421.848	654.248	581.242	425.737	624.136	516.63	388.246	468.277	578.302	621.92	490.196	589.888
ENSDARG00000105164	57.121	127.679	77.47	60.779	86.778	30.696	168.435	149.348	121.842	75.661	31.957	62.111
ENSDARG00000105169	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105171	0	0	0	20	0	0	0	9	0	0	0	0
ENSDARG00000105173	2.003	15.409	11.818	0	0	0	0	0	0	0	0	0
ENSDARG00000105175	0	68.603	0	0	0	0	0	4.632	16.186	0	0	0
ENSDARG00000105176	0	15.767	0	0	0	0	0	6.373	1.371	11.62	0	1.878
ENSDARG00000105177	6507.597	10549.061	8120.24	8072.359	6300.943	6916.959	8518.678	8794.37	10404.021	7886.069	7594.208	9995.368
ENSDARG00000105178	17	68	31	13	18	30	53	51	3	0	17	38
ENSDARG00000105179	37.008	85.102	44.03	49.017	18.003	13.004	0	14	32.031	15.014	25.002	12.005
ENSDARG00000105181	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105182	331	324	346	349	251	230	262	365	535	194	260	289
ENSDARG00000105183	85.475	374.877	246.752	207.079	0	142.496	124.375	122.51	169.834	242.709	97.393	136.653
ENSDARG00000105184	106	238.103	111	61.281	104	85	95	165.402	198.002	118.709	93	69
ENSDARG00000105185	123.528	207.968	153.813	132.804	202.807	149.703	163.415	275.197	145.69	58.006	258.845	141.916
ENSDARG00000105187	97	154.12	105	221	124	110.844	184	256.467	251.876	160	120	188
ENSDARG00000105188	18.586	11.18	49.589	60	43.003	16	91.595	38.557	86.442	110.022	1	15
ENSDARG00000105189	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105190	224	329	263	257	401	286	308	308	490	87	224	290
ENSDARG00000105193	100.494	99.035	57.53	153.094	67.942	59.497	44.552	148.217	137.552	79.372	66.863	38.204
ENSDARG00000105194	26	15	0	48	0	0	0	4	1	0	26	12
ENSDARG00000105195	77	79	68	41	76	43	96	87	91	0	27	88
ENSDARG00000105197	3.903	30.217	26.481	0	1	0	0	7.092	11.754	0	0	25.682
ENSDARG00000105200	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105201	3664.277	5619.662	3200.645	3054.562	2956.228	2271.968	4430.936	4516.936	4839.638	3196.542	3239.235	4082.117
ENSDARG00000105205	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105206	598	861	701	726	607	350	632	737	983	414	686	690
ENSDARG00000105208	24	33	28.077	0	37	5	0	34.067	28.883	51	32	21
ENSDARG00000105209	1232	2471	1529	1786	1474	1255	1881	1978	1641	1402	1633	1915
ENSDARG00000105210	3	20	23	17	5	22	45	7	28	18	65	78
ENSDARG00000105212	0	25.398	0	0	0	0	0	35.903	0	48	0	0
ENSDARG00000105214	67	83	71	30	35	22	43	67	141	39	79	31
ENSDARG00000105215	140	171	205	119	155	151	171	252	227	101	66	234
ENSDARG00000105218	678.989	1204.12	803.948	457.632	409.636	348.114	960.05	1177.051	1220.353	249.161	562.006	517.253
ENSDARG00000105219	18.155	21.613	34.208	41.399	0	19.482	1.737	15.613	15.233	0	0	38.093
ENSDARG00000105220	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105223	137	266	104	265	394	170	215	320	350	215	292	354
ENSDARG00000105225	5	20	20	22	0	0	20	18	26	30	18	0
ENSDARG00000105227	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105228	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105230	8	60	14	37	38	0	45	29	62	38	0	60
ENSDARG00000105231	1523	2670	1835	2365	1710	1561	1829	2288	2790	1715	1514	2348
ENSDARG00000105232	0	5	0	0	0	0	0	0	0	0	0	10
ENSDARG00000105234	0	0	0	0	0	0	0	0	7	0	0	0
ENSDARG00000105237	31	128	63	43	145	52	39	87	35	57	39	73
ENSDARG00000105239	454	819.073	607	347	248	393	532	632.01	692	331	180	387
ENSDARG00000105241	351.668	203.577	13.253	199.052	73.014	194.453	281.766	273.975	239.513	31	54.739	143.165
ENSDARG00000105242	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105243	39019.668	57333.577	46886.643	43287.032	38650.357	35634.357	46492.842	47478.46	60284.663	32627.419	33398.702	45483.073
ENSDARG00000105244	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105245	0	0	0	0	0	0	0	0	7.913	0	23	0
ENSDARG00000105246	24.935	5.331	17.085	32.044	43.473	0	44.552	15.571	153.341	0	52.063	65.518
ENSDARG00000105247	6	0	20	10	0	0	0	0	0	0	0	0
ENSDARG00000105248	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105249	0	33.034	4.944	0	0	62.884	0	67.165	44.895	16.978	38.007	57.588
ENSDARG00000105250	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105254	0	34	0	0	0	4	0	29	29	0	50	28
ENSDARG00000105255	696.384	1051.443	635.885	551	625.001	459.692	646.598	845.001	1079.636	467	804.604	551.366
ENSDARG00000105258	167	281	122	181	42	254	136	134	232	70	167	141
ENSDARG00000105259	0	14	0	0	0	0	0	0	6	0	0	0
ENSDARG00000105261	17	27	22	15	0	0	0	0	0	0	0	0
ENSDARG00000105262	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105263	0	0	0	0	0	0	2	0	0	0	0	0
ENSDARG00000105264	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105265	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105266	0	1.395	2.769	0	0	1.25	0	12.57	27.426	36.147	1.197	0
ENSDARG00000105268	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105269	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105271	326	460	240	242	171	207	206	304	296	174	75	257
ENSDARG00000105273	275	492.492	357	245	224	278	96	303	372	232	330	494
ENSDARG00000105274	272	363	232	227	211	419	277	249	261	131	319	299
ENSDARG00000105276	9	160	102	101	68	12	108	95	98	3	61	37
ENSDARG00000105277	4	14	0	19	44	0	0	20	22	0	0	15
ENSDARG00000105278	127	153	112	41	88	29	124	285	309	118	65	81
ENSDARG00000105279	704.668	852.053	519.925	1102.723	797.668	889.736	583.557	728.849	812.398	926.475	699.935	1041.209
ENSDARG00000105281	26.004	176.869	52.995	85.001	99.022	31.004	141.014	29.002	109.144	46.286	98.031	140.353
ENSDARG00000105282	0	0	0	0	0	0	0	0	0	0	0	0
ENSDARG00000105283	26.279	11.949	7.744	0	0	0	6.856	22.582	5.227	0	0	27.576
