Phase,BaselineProp,PropMean.t0_UF,PropMean.t1_15HF,PropMean.t2_30HF,PropMean.t3_60HF,PropMean.t4_120HF,PropMean.t5_240HF,Fstatistic,P.Value,FDR,cluster
G2M,0.0546875,0.04131267699483592,0.02146341463414635,0.06929824561403508,0.025,0.06249999999999999,-1.9626155733547187e-17,4.745707885842574,0.005191027282261321,0.005191027282261321,ConePhoImm_197
S,0.010050251256281407,0.026226315442001723,0.005464480874316941,-0,0.024691358024691357,-0,0,1.522965355483808,0.1787798718724958,0.5363396156174874,PharynxClo_67
G1,0.9882747068676717,0.9737736845579986,0.9906595501334352,0.9999999999999999,0.9753086419753085,0.9999999999999996,0.9999999999999996,0.7078467701801756,0.6174595414274681,0.8170034983959515,PharynxClo_67
G2M,0.0016750418760469012,-0,0.003875968992248063,-0,-5.007715329123864e-19,-0,0,0.4452939533716072,0.8170034983959515,0.8170034983959515,PharynxClo_67
G1,0.9889135254988913,0.9890873015873017,1.0000000000000002,0.9736842105263157,0.9999999999999999,0.9861111111111107,0.9999999999999996,0.5686190348213622,0.7241604939754676,0.7241604939754687,ExPancreas_5
S,0.011086474501108648,0.010912698412698412,-0,0.026315789473684206,1.0641395074388212e-18,0.013888888888888885,-2.4532694666933983e-18,0.568619034821361,0.7241604939754687,0.7241604939754687,ExPancreas_5
G1,0.9888178913738019,0.9753086419753086,1.0000000000000002,0.9888236763236761,0.9904761904761905,0.9666329625884729,0.9999999999999993,1.4521853203968547,0.20194682009398654,0.2019468200939869,IonoKplusS_118
S,0.011182108626198083,0.02469135802469136,-0,0.011176323676323673,0.009523809523809523,0.03336703741152678,-8.586443133426895e-18,1.4521853203968536,0.2019468200939869,0.2019468200939869,IonoKplusS_118
G1,0.9854227405247813,0.9929078014184397,1.0000000000000002,0.9565217391304345,0.9999999999999999,0.9416666666666665,0.9999999999999997,0.5355965464651515,0.749483766241073,0.7494837662410732,NeurEndocr_98
S,0.014577259475218658,0.007092198581560285,-0,0.04347826086956521,1.251928832280966e-18,0.05833333333333332,-4.906538933386797e-18,0.5355965464651512,0.7494837662410732,0.7494837662410732,NeurEndocr_98
G2M,0.011961722488038277,0.017413773733288396,0.01666666666666667,0.004347826086956521,0.01588089330024814,-6.133173666733496e-19,0.008474576271186439,0.45609324575340215,0.8091315414178629,0.9862902209593873,VasBlBrBar_102
G1,0.9796650717703349,0.9700033704078197,0.9833333333333334,0.9858482523444159,0.9789909015715468,0.9999999999999996,0.9727754237288132,0.15239410272547244,0.9793953073027439,0.9862902209593873,VasBlBrBar_102
S,0.008373205741626795,0.012582855858892262,-0,0.009803921568627449,0.0051282051282051325,-4.906538933386797e-18,0.01874999999999999,0.12722231960111685,0.9862902209593873,0.9862902209593873,VasBlBrBar_102
G2M,0.03463992707383774,0.011257035647279551,0.02679738562091504,0.03191489361702127,0.025562532705389846,0.05322128851540617,0.08496503496503496,1.7326661094811433,0.12327005777759088,0.14645324371432927,NucErythro_243
S,0.04375569735642662,0.027934125495101117,0.02242028124381066,0.039582757667864066,0.04098203383917671,0.15546218487394953,0.05664335664335659,1.7211150296792892,0.12586896772434775,0.14645324371432927,NucErythro_243
G1,0.9216043755697356,0.9608088388576196,0.9507823331352744,0.9285023487151144,0.9334554334554336,0.7913165266106438,0.8583916083916081,1.6365273788579222,0.14645324371432927,0.14645324371432927,NucErythro_243
S,0.006514657980456026,-0,0.00432900432900433,0.02129508909169926,0.008130081300813007,-3.6799042000400975e-18,0.012499999999999997,1.4825773332110488,0.19169918647848097,0.5750975594354429,ConePhotGr_210
G2M,0.021715526601520086,0.033816835703628166,0.014430014430014432,0.008474576271186439,0.020325203252032516,0.008928571428571423,0.026388888888888882,0.8648429395662934,0.5037414781374481,0.7556122172061721,ConePhotGr_210
G1,0.9717698154180239,0.9661831642963719,0.9812409812409815,0.9702303346371141,0.9715447154471545,0.9910714285714279,0.9611111111111108,0.4723158581904182,0.7971816374673177,0.7971816374673177,ConePhotGr_210
S,0.013091641490433032,0.013812544045102187,0.008649701015157838,0.01713520749665328,0.0025641025641025663,0.021739130434782598,0.022222222222222202,0.692000955959039,0.629447868139671,0.8239192667080735,EnteroAnte_3
G2M,0.007049345417925478,0.025668449197860967,0.006930276239515528,0.005555555555555554,0.020107962213225375,-1.2266347333466992e-18,-5.2614312021620977e-20,0.463456440148138,0.8037252766500393,0.8239192667080735,EnteroAnte_3
G1,0.9798590130916415,0.960519006757037,0.9844200227453268,0.9773092369477909,0.9773279352226724,0.978260869565217,0.9777777777777774,0.4357223920384725,0.8239192667080735,0.8239192667080735,EnteroAnte_3
S,0.004893964110929853,0.022619047619047625,-0,-0,2.0030861316495456e-18,-0,0,3.9403315714013867,0.0014214828911327157,0.0030754003488525673,SlowMuscle_253
G1,0.9934747145187602,0.9744047619047621,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999996,0.9999999999999996,3.7698887846173275,0.0020502668992350447,0.0030754003488525673,SlowMuscle_253
G2M,0.0016313213703099511,0.002976190476190477,-0,-0,5.007715329123864e-19,-0,0,3.44554840498994,0.004087529322271288,0.004087529322271288,SlowMuscle_253
G2M,0.039045553145336226,0.05594270228416571,0.04342105263157895,0.045329670329670314,0.030303030303030297,0.025708635464733006,0.02857142857142855,0.6349844707938049,0.6730385099587075,0.7764558238687482,OligoBrGli_194
S,0.010845986984815618,0.015873015873015876,-0,0.017857142857142853,2.0030861316495456e-18,0.025708635464733016,-4.906538933386797e-18,0.6162895316815225,0.6874304917564691,0.7764558238687482,OligoBrGli_194
G1,0.9501084598698482,0.9281842818428184,0.9565789473684212,0.9368131868131867,0.9696969696969695,0.9485827290705338,0.971428571428571,0.5000521198189741,0.7764558238687482,0.7764558238687482,OligoBrGli_194
S,0.01827875095201828,0.01070078511195115,0.007540944974667139,-0,0.013427109974424553,0.09659090909090905,0.03550135501355011,4.283339984009848,6.755955536644931e-4,0.0020267866609934796,PharynPeri_23
G1,0.9763899466869764,0.9874575942618978,0.976937990723781,0.9999999999999999,0.9793265132139811,0.8882575757575754,0.9644986449864492,3.039228816855205,0.009556312491647848,0.014334468737471772,PharynPeri_23
G2M,0.005331302361005331,0.0018416206261510132,0.01552106430155211,-0,0.007246376811594201,0.015151515151515147,-1.2266347333466992e-18,1.8514294948005907,0.09923663340085297,0.09923663340085297,PharynPeri_23
S,0.1737012987012987,0.12599681020733652,0.08393719806763288,0.14145658263305322,0.1855513705796192,0.2956916099773242,0.05703703703703695,1.3579986651584202,0.2665698554921008,0.6181540188771388,NeuronUnkn_56
G1,0.8035714285714286,0.8403766013273656,0.9021739130434785,0.8466386554621849,0.8087989119062564,0.677437641723356,0.9229629629629625,1.0392505712700957,0.4121026792514259,0.6181540188771388,NeuronUnkn_56
G2M,0.022727272727272728,0.03362658846529815,0.01388888888888889,0.011904761904761906,0.0056497175141243024,0.026870748299319718,0.019999999999999987,0.23660128300600874,0.9433697802879882,0.9433697802879882,NeuronUnkn_56
S,0.017232890201871,0.010734989648033127,0.0025839793281653752,0.01006711409395973,0.008019099782318658,0.07206632653061222,0.04462948277381265,4.181197690160458,0.004278788308467059,0.012836364925401175,PharynPeri_26
G1,0.9748892171344166,0.9815062111801244,0.992287512081583,0.9865771812080535,0.981588371603118,0.9234693877551017,0.9480791259141769,2.6172381354914216,0.04067129823382323,0.06100694735073485,PharynPeri_26
G2M,0.007877892663712457,0.007758799171842653,0.005128508590251889,0.0033557046979865767,0.010392528614563584,0.004464285714285711,0.007291391312009863,0.9374685177367885,0.46863049216902664,0.46863049216902664,PharynPeri_26
S,0.003968253968253968,-0,-0,-0,-0,-0,0.07142857142857137,0.6148264607035324,0.6885578162097832,0.9906283602893766,NeurDienGa_180
G1,0.9880952380952381,0.9722222222222223,1.0000000000000002,0.9838709677419353,0.9999999999999997,0.9999999999999996,0.9285714285714282,0.25766604897476203,0.9361278949890951,0.9906283602893766,NeurDienGa_180
G2M,0.007936507936507936,0.02777777777777778,-0,0.016129032258064512,2.0030861316495456e-18,-2.4532694666933983e-18,1.1214061093034573e-18,0.10778618082459057,0.9906283602893766,0.9906283602893766,NeurDienGa_180
G1,0.9722507708119219,0.9844753593133443,0.9044715447154473,0.9738805970149252,0.9908675799086757,0.9693941679235791,0.9586872586872585,1.0327708828730087,0.4321689826157461,0.585532977577855,ConePhoRed_206
S,0.007194244604316547,0.004694835680751175,0.08333333333333334,0.007462686567164177,-7.511572993685796e-18,0.007352941176470585,0.020656370656370646,0.7773026633556206,0.5803822268713232,0.585532977577855,ConePhoRed_206
G2M,0.020554984583761562,0.01082980500590455,0.012195121951219514,0.018656716417910443,0.009132420091324199,0.023252890899949717,0.02065637065637065,0.7693314474492707,0.585532977577855,0.585532977577855,ConePhoRed_206
G1,0.9774774774774775,1,1.0000000000000002,0.9722222222222222,0.9784946236559136,0.9999999999999999,0.8557692307692305,0.3813647391348798,0.8618817249845392,0.9214051910631329,PharynPeri_31
G2M,0.0045045045045045045,-0,-0,-0,-0,-0,0.01923076923076923,0.3091946736299518,0.9077043022272441,0.9214051910631329,PharynPeri_31
S,0.018018018018018018,-0,-0,0.027777777777777773,0.02150537634408602,-0,0.12499999999999999,0.28527742286576807,0.9214051910631329,0.9214051910631329,PharynPeri_31
G2M,0.016917293233082706,0.02469135802469136,0.007092198581560285,0.012820512820512813,0.004901960784313726,0.1051282051282051,0.0075757575757575525,1.9861847189575466,0.07873320203535593,0.23619960610606777,SlowMuscle_260
G1,0.9699248120300752,0.9520340012143294,0.9790189125295509,0.9784075573549255,0.9534313725490196,0.8948717948717944,0.9924242424242421,1.1312260990541325,0.34233181359107134,0.513497720386607,SlowMuscle_260
S,0.013157894736842105,0.023274640760979556,0.01388888888888889,0.008771929824561401,0.04166666666666668,-1.2266347333466992e-18,5.607030546517287e-19,0.6162063450846531,0.6875242714803944,0.6875242714803944,SlowMuscle_260
G2M,0.013059701492537313,0.023399014778325126,0.013135228251507324,0.008771929824561401,3.5054007303867045e-18,0.09999999999999998,-4.9065389333867966e-17,1.4911825298521342,0.1888806012777739,0.46921669000154476,Hepatocyte_244
G1,0.9794776119402985,0.9708538587848934,0.9707533530207951,0.9912280701754383,0.9999999999999997,0.8999999999999997,0.9999999999999999,1.1865633761910246,0.3128111266676965,0.46921669000154476,Hepatocyte_244
S,0.007462686567164179,0.005747126436781611,0.0161114187276978,-0,-2.503857664561932e-19,-0,0,0.8164154748908394,0.5376604216848289,0.5376604216848289,Hepatocyte_244
S,0.009708737864077669,0.009945009945009946,0.02276658526658527,0.019510879338248514,0.013475177304964536,0.0030303030303030273,0.0049999999999999975,1.6644410906920746,0.1814120592788582,0.4542350907807944,ConePhotBl_212
G2M,0.01423948220064725,0.01522413591379109,0.00462962962962963,0.006024096385542169,0.022295589793755594,0.013636363636363629,0.004999999999999996,0.9736421152491777,0.4536349367668163,0.4542350907807944,ConePhotBl_212
G1,0.976051779935275,0.9748308541411993,0.9726037851037853,0.9744650242762092,0.96422923290128,0.983333333333333,0.9899999999999998,0.9725883762035976,0.4542350907807944,0.4542350907807944,ConePhotBl_212
S,0.0045871559633027525,0.017909571344685852,-0,-0,2.5664541061759804e-18,-0,0.010204081632653053,2.1248575096607163,0.05935966292225547,0.1780789887667664,FinEpiderm_216
G1,0.9518348623853211,0.9297681961804102,0.9492427650322389,0.9411703887510339,0.9193722943722947,0.8777777777777774,0.9277210884353738,1.0238200021748707,0.4015187890037781,0.4670951440959763,FinEpiderm_216
G2M,0.04357798165137615,0.052322232474904244,0.050757234967761286,0.05882961124896609,0.08062770562770566,0.12222222222222218,0.06207482993197274,0.919272116327919,0.4670951440959763,0.4670951440959763,FinEpiderm_216
S,0.003902439024390244,-0,-0,0.005208333333333332,-0,-2.4532694666933983e-18,0.020244522070498563,2.7256600432129208,0.03430098497846036,0.06963677212899433,RetPigEpit_145
G1,0.9921951219512195,1,1.0000000000000002,0.9947916666666665,0.9999999999999999,0.9799999999999998,0.9691171800571605,2.5230445914638238,0.046424514752662883,0.06963677212899433,RetPigEpit_145
G2M,0.003902439024390244,-0,-0,-0,-0,0.01999999999999999,0.01063829787234042,1.7303479520516138,0.15229133976756082,0.15229133976756082,RetPigEpit_145
S,0.10714285714285714,0.12911378027657103,0.057417462327731525,0.09648058252427186,0.12369101047191629,0.14132846143807906,0.19999999999999996,1.5279997323699284,0.17722390788157058,0.5259745499281121,Neutrophil_223
G2M,0.040674603174603176,0.017580287929125145,0.04137662088808649,0.05066747572815534,0.03174603174603175,0.03562573404671797,0.0583333333333333,1.0616954835246952,0.3794041062532869,0.5259745499281121,Neutrophil_223
G1,0.8521825396825397,0.853305931794304,0.901205916784182,0.8528519417475727,0.8445629577820521,0.8230458045152027,0.7416666666666663,0.8329125855911726,0.5259745499281121,0.5259745499281121,Neutrophil_223
G1,0.9908256880733946,1,1.0000000000000002,0.9846153846153843,0.9999999999999999,0.8999999999999997,0.9999999999999997,4.974168058151745,1.475664646531637e-4,1.4756646465316665e-4,CephCraMus_252
S,0.009174311926605505,-0,-0,0.015384615384615387,-0,0.09999999999999998,-2.943923360032078e-17,4.9741680581517365,1.4756646465316665e-4,1.4756646465316665e-4,CephCraMus_252
G2M,0.009485094850948509,0.0019607843137254906,0.01241626241626242,0.013888888888888885,-7.511572993685796e-19,0.027516647081864458,0.01149425287356321,2.910713047114132,0.028982935914057435,0.08694880774217231,PharynArch_80
S,0.015582655826558265,0.02357086446752932,0.003003003003003004,0.005555555555555551,0.01441664359542267,0.04103016059537797,0.021211043962554788,1.1771934077211779,0.3429580281869538,0.5144370422804307,PharynArch_80
G1,0.9749322493224932,0.9744683512187455,0.9845807345807348,0.9805555555555554,0.9855833564045778,0.9314531923227574,0.9672947031638818,0.8611734894230004,0.5181313650262311,0.5181313650262311,PharynArch_80
G2M,0.00477326968973747,0.02777777777777778,-0,-0,4.006172263299091e-18,-0,0,0.5993853574948512,0.7004596646750305,0.9740307494881557,FloorPlate_112
G1,0.9880668257756563,0.964092140921409,1.0000000000000002,0.9999999999999999,0.9824561403508766,0.9999999999999996,0.9880952380952375,0.36419530823174945,0.8733200572423113,0.9740307494881557,FloorPlate_112
S,0.007159904534606206,0.008130081300813009,-0,-0,0.017543859649122806,-0,0.011904761904761902,0.16912995020101787,0.9740307494881557,0.9740307494881557,FloorPlate_112
G2M,0.002717391304347826,0.0031746031746031755,0.0025157232704402527,0.005555555555555554,0.0038759689922480663,-1.2266347333466992e-18,0.004115226337448559,2.1215401982297117,0.05973745494425141,0.1792123648327542,NeuronGlut_158
S,0.004227053140096618,0.008023088023088024,0.005140395186450751,-0,1.0015430658247728e-18,0.0038146186837277594,0.0020576131687242787,1.1148802696111568,0.3498564583579536,0.5247846875369304,NeuronGlut_158
G1,0.9930555555555556,0.9888023088023089,0.9923438815431094,0.9944444444444442,0.9961240310077516,0.9961853813162721,0.9938271604938269,0.6517743011672178,0.6601440781559222,0.6601440781559222,NeuronGlut_158
G2M,0.011194029850746268,0.0052910052910052924,0.015873015873015876,0.017241379310344824,-5.007715329123864e-19,-2.4532694666933983e-18,1.1214061093034573e-18,3.528320494351256,0.025492090033556278,0.07647627010066883,ConePhoImm_209
G1,0.9776119402985075,0.9947089947089949,0.9841269841269844,0.9482758620689655,0.9722222222222222,0.9999999999999999,0.9999999999999997,2.582599295503873,0.0694993333888338,0.10424900008325069,ConePhoImm_209
S,0.011194029850746268,-0,-0,0.03448275862068965,0.027777777777777776,-4.906538933386797e-18,2.2428122186069146e-18,1.5718837355677666,0.226311621115864,0.226311621115864,ConePhoImm_209
G2M,0.020227560050568902,0.013473491010720397,0.012924593077264838,0.03214285714285714,0.02102870133560671,0.038183694530443735,0.024999999999999988,0.3791751159225734,0.8633569138864077,0.9096119886511875,Lens_267
G1,0.9759797724399494,0.9785174988528763,0.9870754069227353,0.9678571428571427,0.9789712986643935,0.9530443756449946,0.9749999999999999,0.3163274643235434,0.903460969810872,0.9096119886511875,Lens_267
S,0.0037926675094816687,0.008009010136403455,-0,-0,1.0954377282458453e-18,0.008771929824561401,-3.6799042000400975e-18,0.3059489077551849,0.9096119886511875,0.9096119886511875,Lens_267
G2M,0.0076481835564053535,-0,0.017647058823529415,0.014285714285714284,-2.2534718981057387e-18,-2.4532694666933983e-18,0.01562499999999999,0.47043249769370726,0.7985761022366835,0.993601417228566,PronProxCT_190
S,0.0076481835564053535,-0,0.006535947712418303,0.006756756756756756,0.027777777777777783,-6.133173666733496e-19,1.2702218565752691e-19,0.24416618416678104,0.9428633771479382,0.993601417228566,PronProxCT_190
G1,0.9847036328871893,1.0000000000000002,0.9758169934640526,0.9789575289575287,0.9722222222222225,0.9999999999999999,0.9843749999999997,0.09147266264480669,0.993601417228566,0.993601417228566,PronProxCT_190
S,0.010921501706484642,0.010181176847843516,0.003508771929824562,0.00900735294117647,0.012993503248375813,0.022727272727272717,0.005376344086021497,0.4196099255966842,0.8354184443546248,0.9943965552184494,PharynArch_85
G2M,0.010921501706484642,0.01277323499545722,0.007017543859649124,0.009007352941176468,0.010578044311177738,-2.4532694666933983e-18,0.01714104996837444,0.4030314248734778,0.8470438089023932,0.9943965552184494,PharynArch_85
G1,0.9781569965870307,0.9770455881566993,0.9894736842105265,0.9819852941176469,0.9764284524404465,0.9772727272727267,0.9774826059456038,0.08643710164739457,0.9943965552184494,0.9943965552184494,PharynArch_85
S,0.003676470588235294,-0,-0,-0,0.03703703703703705,-0,0,1.7833435536607603,0.11243247117349135,0.2219730802578298,CephCraMus_249
G1,0.9926470588235294,1,0.9999999999999999,0.9999999999999999,0.9629629629629631,0.9999999999999996,0.9749999999999995,1.6306783940631635,0.14798205350521987,0.2219730802578298,CephCraMus_249
G2M,0.003676470588235294,-0,-0,-0,-0,-0,0.024999999999999998,1.3018802982212363,0.25975613377977547,0.25975613377977547,CephCraMus_249
G2M,0.018604651162790697,0.09615384615384617,0.010416666666666675,0.08333333333333331,-4.006172263299091e-18,-0,-0,0.20633800863097118,0.95996946770668945,0.9745728132450944,MucHeadPer_231
G1,0.9720930232558139,0.9038461538461541,0.9791666666666667,0.9166666666666666,0.6666666666666666,1,1,0.17441768302220712,0.9722093229787259,0.9745728132450944,MucHeadPer_231
S,0.009302325581395349,-0,0.010416666666666675,-0,0.3333333333333334,-0,-2.9439233600320786e-17,0.16752164489735596,0.9745728132450944,0.9745728132450944,MucHeadPer_231
S,0.011928429423459244,-0,0.016778900112233444,-0,0.023809523809523808,0.06249999999999998,-4.906538933386797e-18,1.9255782798515089,0.0864920636351901,0.2594761909055703,Ileocyte_15
G1,0.9840954274353877,1,0.9731200897867567,0.9999999999999999,0.9761904761904763,0.9374999999999997,0.9999999999999996,1.4362985907911274,0.20748859588653332,0.31123289382979996,Ileocyte_15
G2M,0.003976143141153081,-0,0.010101010101010102,-0,-1.0015430658247728e-18,-0,0,0.6668812030607089,0.648578397079616,0.648578397079616,Ileocyte_15
G2M,0.001949317738791423,0.009523809523809523,-0,-0,0.006060606060606062,-0,0,2.4406254721416323,0.03210801842781436,0.06502110045434631,SkelMuscle_254
S,0.012670565302144249,0.0034013605442176896,0.004761904761904764,0.003623188405797101,0.021925133689839577,0.02777777777777778,0.02926421404682273,2.287690148664228,0.043347400302897535,0.06502110045434631,SkelMuscle_254
G1,0.9853801169590644,0.987074829931973,0.9952380952380956,0.9963768115942028,0.9720142602495544,0.9722222222222218,0.9707357859531769,1.937965074743858,0.08451637208771876,0.08451637208771876,SkelMuscle_254
S,0.0062047569803516025,0.0014124293785310739,-0,-0,0.006802721088435372,0.045454545454545435,0.0363902959210877,2.4406379691933617,0.03210722520984321,0.09632167562952962,CephCraMus_268
G1,0.9762150982419855,0.9791987673343608,0.9761668321747766,0.9964788732394364,0.9863945578231293,0.9090909090909087,0.9470807784590771,1.6356639263802748,0.14667804409364912,0.22001706614047367,CephCraMus_268
G2M,0.017580144777662874,0.019388803287108375,0.023833167825223437,0.0035211267605633778,0.006802721088435372,0.045454545454545435,0.016528925619834683,1.2465237975735588,0.2842376530409232,0.2842376530409232,CephCraMus_268
G2M,0.007194244604316547,0.01683029453015428,-0,0.003401360544217686,0.014329501915708817,-6.133173666733496e-19,-2.6307156010810488e-20,4.505105525457133,4.158587925356267e-4,7.97030861812862e-4,MuscleUnkn_230
S,0.00539568345323741,0.013246065139473278,0.00740740740740741,-0,5.007715329123864e-19,-0,0.006134969325153371,4.393280952845826,5.313539078752413e-4,7.97030861812862e-4,MuscleUnkn_230
G1,0.987410071942446,0.9699236403303725,0.9925925925925927,0.9965986394557823,0.9856704980842913,0.9999999999999996,0.9938650306748462,3.247396566351778,0.006199060496371957,0.006199060496371957,MuscleUnkn_230
S,0.012448132780082987,-0,0.023809523809523815,-0,0.014492753623188403,-0,0.020833333333333332,1.9276118650103702,0.08616480732990633,0.2500391090858173,EnInhibMoN_49
G1,0.983402489626556,1,0.9761904761904764,0.9799999999999998,0.985507246376812,0.9999999999999999,0.9791666666666663,1.4040033408223014,0.21915589208722172,0.2500391090858173,EnInhibMoN_49
G2M,0.004149377593360996,-0,-0,0.019999999999999997,-0,-2.4532694666933983e-18,5.0808874263010765e-19,1.325041243355639,0.2500391090858173,0.2500391090858173,EnInhibMoN_49
S,0.05925925925925926,0.0518803418803419,0.02951933124346919,-0,0.17744360902255646,0.1020743738932456,0.07142857142857138,5.20459922965185,8.832424804460061e-5,2.649727441338018e-4,NeuralmbHR_224
G1,0.5530864197530864,0.4543467643467646,0.6184485508441953,0.576785714285714,0.44160401002506283,0.5781684796357193,0.3785714285714283,0.8792516395045022,0.49388253789775627,0.6917355883703818,NeuralmbHR_224
G2M,0.38765432098765434,0.49377289377289385,0.35203211791233574,0.4232142857142856,0.38095238095238093,0.3197571464710344,0.5499999999999998,0.6107029191624115,0.6917355883703818,0.6917355883703818,NeuralmbHR_224
G2M,0.008350730688935281,0.019070010449320798,-0,-0,3.129822080702415e-18,0.012499999999999999,0.0119047619047619,1.5503952739249114,0.2275904586148634,0.6527013860458152,Cholangio_52
S,0.08977035490605428,0.0852988008160422,0.0662878787878788,0.09160463192721258,0.06478578892371999,0.13974358974358972,0.13585434173669464,0.6687406872588746,0.6524780531232219,0.6527013860458152,Cholangio_52
G1,0.9018789144050104,0.8956311887346371,0.9337121212121214,0.9083953680727873,0.9352142110762802,0.8477564102564099,0.8522408963585428,0.6684178212764449,0.6527013860458152,0.6527013860458152,Cholangio_52
G2M,0.008221993833504625,0.010159136118215404,0.012300531914893621,-0,0.006410256410256413,-0,0.014150943396226412,1.3251117943635893,0.25000997543360937,0.683650948288778,VascEndoth_42
S,0.02158273381294964,0.02323103154305201,-0,0.014236339697169188,0.012820512820512822,0.029473317056156252,0.05637179090627898,0.9084255152926862,0.47426677646148574,0.683650948288778,VascEndoth_42
G1,0.9701952723535457,0.9666098323387325,0.9876994680851067,0.9857636603028307,0.9807692307692307,0.9705266829438437,0.9294772656974942,0.6211958242773618,0.683650948288778,0.683650948288778,VascEndoth_42
S,0.05263157894736842,0.0380952380952381,0.04761904761904763,-0,0.03921568627450979,0.0869565217391304,0.11981566820276492,1.1884038023882504,0.34821191187623085,0.7204426636206845,VascuLymph_44
G1,0.9390581717451524,0.9539682539682541,0.9523809523809527,0.9999999999999999,0.9509803921568628,0.9130434782608693,0.8563748079877108,0.9320107893741073,0.48029510908045636,0.7204426636206845,VascuLymph_44
G2M,0.008310249307479225,0.007936507936507938,-0,-0,0.009803921568627447,-0,0.023809523809523798,0.3001730598567621,0.9072543759444827,0.9072543759444827,VascuLymph_44
S,0.01228878648233487,0.011679243046776235,0.018473805732792524,0.00578034682080925,0.03383512544802868,0.06618156618156616,0.010791366906474796,1.6668958229273472,0.2134966809758233,0.3536825131051378,MULTMuPaLe_238
G1,0.9615975422427036,0.9612552017488415,0.955806011722821,0.9732541281467113,0.9425039476652379,0.9209979209979207,0.9476353343554659,1.5790171378679172,0.2357883420700919,0.3536825131051378,MULTMuPaLe_238
G2M,0.026113671274961597,0.027065555204382644,0.025720182544386728,0.020965525032479143,0.02366092688673333,0.012820512820512818,0.041573298738058734,0.6645474606663074,0.6570827256760077,0.6570827256760077,MULTMuPaLe_238
S,0.032157676348547715,0.041793638064688596,-0,0.02265822784810126,9.264273358879148e-18,0.08653846153846151,0.04911083540115797,1.2220240865959955,0.2956507484777921,0.6063251808177087,PostEpider_71
G2M,0.0031120331950207467,-0,-0,-0,0.0544871794871795,-0,0,1.0193006417813526,0.4042167872118058,0.6063251808177087,PostEpider_71
G1,0.9647302904564315,0.9582063619353115,1.0000000000000002,0.9773417721518987,0.9455128205128206,0.9134615384615382,0.9508891645988412,0.501551683105719,0.7753261877091998,0.7753261877091998,PostEpider_71
S,0.008960573476702509,0.006851851851851853,0.0031446540880503155,-0,0.005464480874316939,0.026756756756756744,0.02631578947368419,1.4479658363498045,0.2034061720208195,0.6102185160624585,BrancPorEp_120
G1,0.989247311827957,0.9885185185185185,0.9968553459119499,0.9999999999999999,0.9915856666183085,0.973243243243243,0.9736842105263154,0.9789170547381729,0.42888026667738466,0.643320400016077,BrancPorEp_120
G2M,0.0017921146953405018,0.00462962962962963,-0,-0,0.0029498525073746295,-0,0,0.5694574156901248,0.7235155204601664,0.7235155204601664,BrancPorEp_120
G1,0.9686179843089922,0.9460317460317461,0.981311882695376,0.9926470588235293,0.9763340077349739,0.6857142857142854,0.9506084466714383,3.1174242867208593,0.03503904410343928,0.06583444509771351,NucErythro_242
S,0.010863005431502716,0.009523809523809525,0.006158330390162911,-0,0.006516921975859173,0.3142857142857142,0.04545454545454538,2.9166448143241874,0.04388963006514234,0.06583444509771351,NucErythro_242
G2M,0.02051901025950513,0.04444444444444445,0.012529786914461319,0.007352941176470587,0.01714907028916692,-0,0.003937007874015749,2.1494663482671363,0.1080705755500147,0.1080705755500147,NucErythro_242
S,0.0167973124300112,0.015213675213675216,-0,0.008620689655172415,0.0051282051282051325,0.06944444444444443,0.03772321428571428,4.105208033967083,9.952263535492397e-4,0.0029856790606477192,OralPharEp_36
G1,0.9764837625979843,0.9709103557940769,1.0000000000000002,0.9913793103448275,0.9948717948717949,0.9305555555555556,0.9479910714285714,2.845655107396979,0.014222587785153305,0.021333881677729958,OralPharEp_36
G2M,0.006718924972004479,0.013875968992248064,-0,-0,1.877893248421449e-18,-0,0.014285714285714284,1.105549785109129,0.35491270420172366,0.35491270420172366,OralPharEp_36
S,0.01065658301821932,0.016588766751774797,0.004623953199503147,0.009647147147147145,0.01769713261648746,0.007506257822277845,0.01052631578947368,1.7471847601319412,0.18377771273251214,0.5513331381975364,VagalNeuro_169
G1,0.9783430732210382,0.9663189893574595,0.981465370437152,0.9841779279279278,0.9718862007168457,0.9768617021276593,0.9789473684210525,0.8304133013266278,0.5474932444232683,0.8212398666349024,VagalNeuro_169
G2M,0.011000343760742524,0.017092243890765954,0.013910676363344957,0.006174924924924924,0.010416666666666673,0.015632040050062572,0.010526315789473679,0.24596544392500105,0.935510345022374,0.935510345022374,VagalNeuro_169
G1,0.984552008238929,0.995983935742972,0.9775969962453068,0.9999999999999999,0.9771209633278604,0.9999999999999996,0.992307692307692,3.2488094471412774,0.01902925468372265,0.055532071745636666,MucHeadPer_93
G2M,0.01132852729145211,0.004016064257028114,0.01848143512724239,-0,0.01587301587301587,-0,0,2.5330998079230134,0.05108265616585454,0.055532071745636666,MucHeadPer_93
S,0.004119464469618949,-0,0.003921568627450981,-0,0.007006020799124244,-0,0.007692307692307692,2.4736987004376134,0.055532071745636666,0.055532071745636666,MucHeadPer_93
G2M,0.015037593984962405,0.022429261559696344,-0,0.008196721311475409,0.03333333333333333,-1.2266347333466992e-18,5.607030546517287e-19,0.9547996759640315,0.4440797093209583,0.9211598842854387,Lens_261
