gene_cluster,response_groups
ttn.2_EnMoNorGan-50,3
arhgef1b_EnMoNorGan-50,5
gramd1a_EnMoNorGan-50,2
si:ch211-263k4.2_EnMoNorGan-50,1
actc1b_EnMoNorGan-50,3
lpin1_EnMoNorGan-50,4
megf11_EnMoNorGan-50,6
TCERG1L_EnMoNorGan-50,6
tnnc2_EnMoNorGan-50,3
MAGI3_EnMoNorGan-50,6
nlgn1_EnMoNorGan-50,6
ntm_EnMoNorGan-50,6
map1ab_EnMoNorGan-50,4
klf9_EntericGli-110,6
myhz2_EntericGli-110,3
myhz1.3_EntericGli-110,3
myhz1.1_EntericGli-110,3
BX465834.1_EntericGli-110,5
pfkfb4b_EntericGli-110,6
ttn.1_EntericGli-110,3
ttn.2_EntericGli-110,3
hsp90aa1.2_EntericGli-110,1
lpin1_EntericGli-110,6
stm_EntericGli-110,4
ulk2_EntericGli-110,4
BX322555.1_EntericGli-110,1
BX322555.3_EntericGli-110,1
prodha_EntericGli-110,4
robo4_EntericGli-110,4
hbp1_EntericGli-110,4
tpma_EntericGli-57,3
zgc:112160_EntericGli-57,4
tnnt3b_EntericGli-57,4
myhz1.3_EntericGli-57,3
ak1_EntericGli-57,3
atp2a1_EntericGli-57,4
rpl27_EntericGli-57,4
pfkfb4b_EntericGli-57,4
mybphb_EntericGli-57,3
glula_EntericGli-57,4
mylz3_EntericGli-57,3
abca1a_EntericGli-57,4
ucp1_EntericGli-57,4
ttn.1_EntericGli-57,3
ttn.2_EntericGli-57,3
mknk2b_EntericGli-57,4
actc1b_EntericGli-57,3
lpin1_EntericGli-57,4
rpl35a_EntericGli-57,4
atp2a1l_EntericGli-57,4
ulk2_EntericGli-57,1
BX322555.3_EntericGli-57,4
ctrl_EntericGli-57,4
CR384099.1_EntericGli-57,1
myhz1.1.1_EntericGli-57,3
hbp1_EntericGli-57,4
grm8a_EntericMoN-149,1
tnnt3b_EntericMoN-149,3
myhz1.1_EntericMoN-149,4
mylpfa_EntericMoN-149,4
neb_EntericMoN-149,3
ttn.1_EntericMoN-149,3
ttn.2_EntericMoN-149,3
GRIK3_EntericMoN-149,6
prss1_EntericMoN-149,4
hsp90aa1.2_EntericMoN-149,5
actc1b_EntericMoN-149,3
atp2a1l_EntericMoN-149,3
smyhc1_EntericMoN-149,3
ncanb_EntericMoN-149,3
dusp5_EntericMoN-149,6
myhz1.2_EntericMus-99,3
myhz1.1.1_EntericMus-99,2
snap91b_EnteroAnte-1,4
vegfab_EnteroAnte-1,5
slc26a3.2_EnteroAnte-1,3
cerk_EnteroAnte-1,5
nav2a_EnteroAnte-1,5
efnb3b_EnteroAnte-1,3
sb:cb1058_EnteroAnte-1,5
zanl_EnteroAnte-1,1
anxa2b_EnteroAnte-1,2
lgr4_EnteroAnte-1,6
bbox1_EnteroAnte-1,5
zgc:112160_EnteroAnte-1,4
abcc12_EnteroAnte-1,1
rhpn2_EnteroAnte-1,5
ttc17_EnteroAnte-1,5
leap2_EnteroAnte-1,3
gramd2aa_EnteroAnte-1,4
ypel1_EnteroAnte-1,4
SUSD2_EnteroAnte-1,2
zdhhc8b_EnteroAnte-1,4
aacs_EnteroAnte-1,5
coro1ca_EnteroAnte-1,5
wscd2_EnteroAnte-1,6
hs3st1l2_EnteroAnte-1,4
myhz2_EnteroAnte-1,5
apoa1a_EnteroAnte-1,5
rhobtb4_EnteroAnte-1,5
CU467961.1_EnteroAnte-1,4
tmem132e_EnteroAnte-1,4
adora2b_EnteroAnte-1,4
si:ch211-198m17.1_EnteroAnte-1,5
pde4a_EnteroAnte-1,2
bahcc1a_EnteroAnte-1,4
nptx1l_EnteroAnte-1,4
p4hb_EnteroAnte-1,5
MYO7B_EnteroAnte-1,5
meltf_EnteroAnte-1,5
pik3r3b_EnteroAnte-1,4
CABZ01117503.1_EnteroAnte-1,5
abhd3_EnteroAnte-1,5
lpin2_EnteroAnte-1,4
slc6a9_EnteroAnte-1,4
si:ch211-195h23.4_EnteroAnte-1,4
zgc:85843_EnteroAnte-1,5
mttp_EnteroAnte-1,5
gne_EnteroAnte-1,5
tyrp1b_EnteroAnte-1,3
spock3_EnteroAnte-1,4
fabp2_EnteroAnte-1,2
glra3_EnteroAnte-1,4
ucp1_EnteroAnte-1,4
myo3b_EnteroAnte-1,1
irs2b_EnteroAnte-1,4
lrrc58b_EnteroAnte-1,5
neb_EnteroAnte-1,5
mao_EnteroAnte-1,5
si:ch211-160b11.4_EnteroAnte-1,3
glsb_EnteroAnte-1,3
ttn.1_EnteroAnte-1,5
ttn.2_EnteroAnte-1,5
bmper_EnteroAnte-1,4
ankib1b_EnteroAnte-1,4
fhod3b_EnteroAnte-1,4
apoa4b.2_EnteroAnte-1,5
apoeb_EnteroAnte-1,5
apoc2_EnteroAnte-1,5
fhl3a_EnteroAnte-1,3
tp53inp1_EnteroAnte-1,4
afp4.1_EnteroAnte-1,5
thsd7ab_EnteroAnte-1,4
plcl2_EnteroAnte-1,5
pklr_EnteroAnte-1,4
lpgat1_EnteroAnte-1,5
rhag_EnteroAnte-1,3
ches1_EnteroAnte-1,5
si:ch211-207i1.2_EnteroAnte-1,4
sh3rf1_EnteroAnte-1,5
ryr3_EnteroAnte-1,5
pdcb_EnteroAnte-1,4
ivns1abpa_EnteroAnte-1,5
hsp90aa1.2_EnteroAnte-1,5
lonrf1l_EnteroAnte-1,4
pde4d_EnteroAnte-1,4
zgc:77486.1_EnteroAnte-1,5
rfx2_EnteroAnte-1,6
acsbg2_EnteroAnte-1,6
sult1st1_EnteroAnte-1,5
espn_EnteroAnte-1,4
gfpt1_EnteroAnte-1,5
egln3_EnteroAnte-1,5
si:ch211-266g18.10_EnteroAnte-1,3
p4ha1b_EnteroAnte-1,5
lpin1_EnteroAnte-1,4
apoba_EnteroAnte-1,5
ldah_EnteroAnte-1,5
yy1a_EnteroAnte-1,4
eif4ebp3l_EnteroAnte-1,4
pcdh11.1_EnteroAnte-1,4
sorbs2b_EnteroAnte-1,4
fat1b_EnteroAnte-1,4
arl13a_EnteroAnte-1,4
fstl5_EnteroAnte-1,4
gbf1_EnteroAnte-1,5
ckba_EnteroAnte-1,2
kcnma1a_EnteroAnte-1,4
gfra1a_EnteroAnte-1,4
arg2_EnteroAnte-1,4
psme4a_EnteroAnte-1,4
pcdh15a_EnteroAnte-1,4
pkma_EnteroAnte-1,5
chka_EnteroAnte-1,5
tmod2_EnteroAnte-1,5
gngt2b_EnteroAnte-1,4
ace_EnteroAnte-1,3
a1cf_EnteroAnte-1,5
fam53b_EnteroAnte-1,5
apoa4a_EnteroAnte-1,5
apoea_EnteroAnte-1,5
spag1a_EnteroAnte-1,5
eppk1_EnteroAnte-1,3
galnt12_EnteroAnte-1,4
SLC7A1_EnteroAnte-1,3
egln2_EnteroAnte-1,5
zgc:92630_EnteroAnte-1,5
plin2_EnteroAnte-1,5
zgc:162608_EnteroAnte-1,5
agfg1a_EnteroAnte-1,5
CABZ01067657.1_EnteroAnte-1,4
igsf11_EnteroAnte-1,4
lad1_EnteroAnte-1,3
dvl1a_EnteroAnte-1,5
klf15_EnteroAnte-1,4
camk1gb_EnteroAnte-1,4
si:ch73-184c24.1_EnteroAnte-1,4
kcnt1_EnteroAnte-1,3
zgc:113162_EnteroAnte-1,5
arhgap42a_EnteroAnte-1,5
pcnx3_EnteroAnte-1,3
mapk9_EnteroAnte-1,5
unc119b_EnteroAnte-1,4
nlgn1_EnteroAnte-1,3
jupa_EnteroAnte-1,5
suclg2_EnteroAnte-1,5
arf4b_EnteroAnte-1,5
dlg2_EnteroAnte-1,4
ntm_EnteroAnte-1,4
orai1b_EnteroAnte-1,3
cyb5a_EnteroAnte-1,5
klf6a_EnteroAnte-1,5
vav3a_EnteroAnte-1,4
smyhc1_EnteroAnte-1,3
fuk_EnteroAnte-1,3
slc25a18_EnteroAnte-1,4
bpgm_EnteroAnte-1,3
tnnt2d_EnteroAnte-1,3
ckmt1_EnteroAnte-1,5
ush1c_EnteroAnte-1,5
dusp8a_EnteroAnte-1,5
ces2b.1_EnteroAnte-1,5
acot19_EnteroAnte-1,1
zgc:101540_EnteroAnte-1,3
clcn2b_EnteroAnte-1,3
zgc:113263_EnteroAnte-2,5
vegfab_EnteroAnte-2,5
hsp90b1_EnteroAnte-2,1
atp2b1a_EnteroAnte-2,5
sox5_EnteroAnte-2,5
pparaa_EnteroAnte-2,5
slc26a3.2_EnteroAnte-2,5
slc26a3.1_EnteroAnte-2,5
rap1b_EnteroAnte-2,5
snd1_EnteroAnte-2,5
acot18_EnteroAnte-2,5
tmcc3_EnteroAnte-2,4
creld2_EnteroAnte-2,5
abcd2_EnteroAnte-2,5
si:dkey-125e8.3_EnteroAnte-2,4
cers3a_EnteroAnte-2,6
mthfs_EnteroAnte-2,3
nav2a_EnteroAnte-2,5
rtn3_EnteroAnte-2,5
mta2_EnteroAnte-2,1
tnfsf10l_EnteroAnte-2,4
sb:cb1058_EnteroAnte-2,5
eif4a1a_EnteroAnte-2,2
copb1_EnteroAnte-2,5
tpma_EnteroAnte-2,4
myo1ea_EnteroAnte-2,4
bbox1_EnteroAnte-2,5
zgc:136461_EnteroAnte-2,3
ctrb1_EnteroAnte-2,4
cebpa_EnteroAnte-2,5
rhpn2_EnteroAnte-2,5
c6ast4_EnteroAnte-2,4
tnnt3b_EnteroAnte-2,3
plxdc2_EnteroAnte-2,4
phkb_EnteroAnte-2,3
hsd17b12b_EnteroAnte-2,5
bco1l_EnteroAnte-2,5
arntl1b_EnteroAnte-2,4
sec24d_EnteroAnte-2,5
ppargc1a_EnteroAnte-2,5
hspa5_EnteroAnte-2,5
aifm3_EnteroAnte-2,5
coro1ca_EnteroAnte-2,5
abo_EnteroAnte-2,3
trpm6_EnteroAnte-2,5
tcima_EnteroAnte-2,5
fam102ab_EnteroAnte-2,1
myhz2_EnteroAnte-2,5
ckma_EnteroAnte-2,4
nccrp1_EnteroAnte-2,2
apoa1a_EnteroAnte-2,5
mtmr12_EnteroAnte-2,4
UBB_EnteroAnte-2,1
ubb_EnteroAnte-2,1
si:dkey-40c11.2_EnteroAnte-2,3
slc4a4a_EnteroAnte-2,6
CU467961.1_EnteroAnte-2,4
slc31a1_EnteroAnte-2,5
surf4l_EnteroAnte-2,5
gldc_EnteroAnte-2,4
stip1_EnteroAnte-2,2
zgc:175280_EnteroAnte-2,5
mat2ab_EnteroAnte-2,4
ak1_EnteroAnte-2,4
zgc:77748_EnteroAnte-2,5
tlcd4b_EnteroAnte-2,5
xpo6_EnteroAnte-2,5
nupr1b_EnteroAnte-2,3
tmem86b_EnteroAnte-2,5
si:ch73-141c7.1_EnteroAnte-2,6
ldlra_EnteroAnte-2,4
zgc:153968_EnteroAnte-2,2
copz2_EnteroAnte-2,5
atp2a1_EnteroAnte-2,3
hsp70.2_EnteroAnte-2,2
si:ch73-367p23.2_EnteroAnte-2,5
rarab_EnteroAnte-2,5
slc16a6b_EnteroAnte-2,5
si:ch211-198m17.1_EnteroAnte-2,5
cyp3c4_EnteroAnte-2,5
cyp3c3_EnteroAnte-2,6
BX571715.1_EnteroAnte-2,3
pdpk1a_EnteroAnte-2,4
pde4a_EnteroAnte-2,1
slc16a5b_EnteroAnte-2,1
dnajb1a_EnteroAnte-2,5
gcgra_EnteroAnte-2,4
rac1b_EnteroAnte-2,2
rnf213a_EnteroAnte-2,4
zgc:112148_EnteroAnte-2,4
cdr2a_EnteroAnte-2,2
pvalb1_EnteroAnte-2,3
txnrd3_EnteroAnte-2,5
trak2_EnteroAnte-2,5
sec23b_EnteroAnte-2,5
kalrnb_EnteroAnte-2,6
atp7b_EnteroAnte-2,5
gpd2_EnteroAnte-2,5
p4hb_EnteroAnte-2,5
srp68_EnteroAnte-2,1
MYO7B_EnteroAnte-2,5
atp1b1a_EnteroAnte-2,6
meltf_EnteroAnte-2,5
uap1_EnteroAnte-2,5
ergic3_EnteroAnte-2,1
cyp24a1_EnteroAnte-2,4
helz2_EnteroAnte-2,4
CABZ01117503.1_EnteroAnte-2,5
prelid3b_EnteroAnte-2,6
pls1_EnteroAnte-2,5
dipk2aa_EnteroAnte-2,5
abhd3_EnteroAnte-2,5
ptprfb_EnteroAnte-2,5
cnn2_EnteroAnte-2,5
lpin2_EnteroAnte-2,4
slc6a9_EnteroAnte-2,4
copa_EnteroAnte-2,5
insra_EnteroAnte-2,4
myo9b_EnteroAnte-2,5
hs6st1a_EnteroAnte-2,4
calr3b_EnteroAnte-2,5
nmrk2_EnteroAnte-2,6
zgc:85843_EnteroAnte-2,5
epb41l3b_EnteroAnte-2,5
mylz3_EnteroAnte-2,3
actb1_EnteroAnte-2,1
si:ch73-12o23.1_EnteroAnte-2,4
mttp_EnteroAnte-2,5
gne_EnteroAnte-2,5
slc34a2a_EnteroAnte-2,1
dlc1_EnteroAnte-2,5
fabp2_EnteroAnte-2,5
igf2bp2b_EnteroAnte-2,3
dachc_EnteroAnte-2,6
nt5c2b_EnteroAnte-2,5
dnaja1_EnteroAnte-2,5
zgc:154142_EnteroAnte-2,2
ucp1_EnteroAnte-2,4
dnajb1b_EnteroAnte-2,4
cyp3a65_EnteroAnte-2,6
dbi_EnteroAnte-2,5
gpr155a_EnteroAnte-2,4
irs2b_EnteroAnte-2,3
cbsb_EnteroAnte-2,4
lrrc58b_EnteroAnte-2,5
ugt1a1_EnteroAnte-2,5
akap11_EnteroAnte-2,4
crygm2d2_EnteroAnte-2,3
neb_EnteroAnte-2,3
hspd1_EnteroAnte-2,2
mao_EnteroAnte-2,5
slc15a2_EnteroAnte-2,5
cyp27a7_EnteroAnte-2,4
col18a1a_EnteroAnte-2,5
pcbp3_EnteroAnte-2,4
ttn.1_EnteroAnte-2,3
ttn.2_EnteroAnte-2,3
rpl31_EnteroAnte-2,4
vegfaa_EnteroAnte-2,5
aqp10a_EnteroAnte-2,6
efna1b_EnteroAnte-2,5
nbn_EnteroAnte-2,5
apoa4b.2_EnteroAnte-2,5
apoa4b.2.1_EnteroAnte-2,5
apoeb_EnteroAnte-2,5
apoc2_EnteroAnte-2,5
si:dkey-79d12.5_EnteroAnte-2,5
prss1_EnteroAnte-2,4
mylipb_EnteroAnte-2,5
prss59.2_EnteroAnte-2,4
sec61b_EnteroAnte-2,5
slc45a4b_EnteroAnte-2,5
dgat1b_EnteroAnte-2,5
me1_EnteroAnte-2,5
BX324007.2_EnteroAnte-2,4
tp53inp1_EnteroAnte-2,4
afp4_EnteroAnte-2,5
afp4.1_EnteroAnte-2,5
plcl2_EnteroAnte-2,5
prkg3_EnteroAnte-2,5
sptlc2b_EnteroAnte-2,5
suco_EnteroAnte-2,5
jun_EnteroAnte-2,5
ches1_EnteroAnte-2,5
clocka_EnteroAnte-2,4
palld_EnteroAnte-2,5
sh3rf1_EnteroAnte-2,5
si:dkey-183n20.15_EnteroAnte-2,5
gmds_EnteroAnte-2,1
sesn1_EnteroAnte-2,4
ivns1abpa_EnteroAnte-2,5
atf3_EnteroAnte-2,5
flvcr1_EnteroAnte-2,2
msra_EnteroAnte-2,4
nus1_EnteroAnte-2,5
GNPAT_EnteroAnte-2,1
hadhaa_EnteroAnte-2,5
hsp90aa1.2_EnteroAnte-2,5
fabp1b.1_EnteroAnte-2,5
slc25a25a_EnteroAnte-2,1
slc6a8_EnteroAnte-2,5
slc5a9_EnteroAnte-2,1
cpox_EnteroAnte-2,5
rorca_EnteroAnte-2,3
zgc:77486.1_EnteroAnte-2,5
acsbg2_EnteroAnte-2,3
ela2_EnteroAnte-2,4
slc26a6.1_EnteroAnte-2,1
kdm5bb_EnteroAnte-2,5
tuba8l_EnteroAnte-2,2
dock8_EnteroAnte-2,3
rfk_EnteroAnte-2,5
ulk1a_EnteroAnte-2,4
sult1st1_EnteroAnte-2,5
mthfr_EnteroAnte-2,5
mfn2_EnteroAnte-2,5
gfpt1_EnteroAnte-2,5
entpd4_EnteroAnte-2,5
si:dkey-32e23.4_EnteroAnte-2,5
actc1b_EnteroAnte-2,3
egln3_EnteroAnte-2,5
sec23a_EnteroAnte-2,5
kif13ba_EnteroAnte-2,5
p4ha1b_EnteroAnte-2,5
slc16a9a_EnteroAnte-2,6
si:ch211-149k12.3_EnteroAnte-2,5
papss2a_EnteroAnte-2,4
crybg1a_EnteroAnte-2,3
acss1_EnteroAnte-2,4
pgrmc2_EnteroAnte-2,5
sptbn5_EnteroAnte-2,5
lpin1_EnteroAnte-2,6
apoba_EnteroAnte-2,5
ldah_EnteroAnte-2,5
gnmt_EnteroAnte-2,4
pmt_EnteroAnte-2,5
abca1b_EnteroAnte-2,5
eif4ebp3l_EnteroAnte-2,4
si:ch211-39i2.2_EnteroAnte-2,5
uvssa_EnteroAnte-2,6
ergic1_EnteroAnte-2,5
canx_EnteroAnte-2,5
sh3rf2_EnteroAnte-2,5
hnrnpa0a_EnteroAnte-2,5
lonrf1_EnteroAnte-2,4
nocta_EnteroAnte-2,6
tapt1a_EnteroAnte-2,5
elovl5_EnteroAnte-2,5
qkib_EnteroAnte-2,3
gbf1_EnteroAnte-2,5
ckba_EnteroAnte-2,5
lrmda_EnteroAnte-2,4
acta1b_EnteroAnte-2,5
rab1ab_EnteroAnte-2,5
pdlim1_EnteroAnte-2,1
smap1_EnteroAnte-2,1
rrbp1a_EnteroAnte-2,5
FRMD1_EnteroAnte-2,4
got1_EnteroAnte-2,4
tmem63ba_EnteroAnte-2,5
gatm_EnteroAnte-2,5
pkma_EnteroAnte-2,5
pepd_EnteroAnte-2,5
btbd11b_EnteroAnte-2,5
nudt4a_EnteroAnte-2,4
chka_EnteroAnte-2,5
ssr3_EnteroAnte-2,5
tiparp_EnteroAnte-2,5
nucb2b_EnteroAnte-2,5
tmod2_EnteroAnte-2,5
si:ch211-132b12.7_EnteroAnte-2,6
arfgap2_EnteroAnte-2,5
rltgr_EnteroAnte-2,5
ndufa4_EnteroAnte-2,5
si:ch73-103l1.2_EnteroAnte-2,5
atp2a1l_EnteroAnte-2,3
pvalb2_EnteroAnte-2,3
baiap2l1a_EnteroAnte-2,5
thrab_EnteroAnte-2,1
si:dkey-219e21.2_EnteroAnte-2,5
lrrc59_EnteroAnte-2,1
fam53b_EnteroAnte-2,5
slc6a19a.1_EnteroAnte-2,6
CABZ01078989.1_EnteroAnte-2,2
pdk2b_EnteroAnte-2,6
si:dkey-211g8.5_EnteroAnte-2,4
apoa4a_EnteroAnte-2,5
apoea_EnteroAnte-2,5
spag1a_EnteroAnte-2,5
phactr4a_EnteroAnte-2,5
eppk1_EnteroAnte-2,4
ptp4a3a_EnteroAnte-2,5
abcf1_EnteroAnte-2,2
mtdha_EnteroAnte-2,5
ndrg1a_EnteroAnte-2,5
bet1_EnteroAnte-2,5
nme2b.2_EnteroAnte-2,3
porb_EnteroAnte-2,1
hephl1a_EnteroAnte-2,5
foxo1a_EnteroAnte-2,4
rbp2a_EnteroAnte-2,1
egln2_EnteroAnte-2,5
zgc:92630_EnteroAnte-2,5
TMEM120A_EnteroAnte-2,5
hip1_EnteroAnte-2,5
vmp1_EnteroAnte-2,5
zbtb16b_EnteroAnte-2,4
ulk2_EnteroAnte-2,6
tbcela_EnteroAnte-2,4
zgc:162608_EnteroAnte-2,5
ckmb_EnteroAnte-2,3
dgkb_EnteroAnte-2,6
agfg1a_EnteroAnte-2,5
ctrl_EnteroAnte-2,4
slc25a36b_EnteroAnte-2,5
actn4_EnteroAnte-2,5
slc34a2b_EnteroAnte-2,3
gata5_EnteroAnte-2,5
osbpl2b_EnteroAnte-2,5
foxp1a_EnteroAnte-2,4
slc17a9b_EnteroAnte-2,1
tnnc2_EnteroAnte-2,3
slc25a33_EnteroAnte-2,4
klf15_EnteroAnte-2,4
CU459147.1_EnteroAnte-2,4
g0s2_EnteroAnte-2,5
ppp1r14c_EnteroAnte-2,5
st8sia7.1_EnteroAnte-2,5
bhmt_EnteroAnte-2,3
rln1_EnteroAnte-2,5
lman1_EnteroAnte-2,1
cel.1_EnteroAnte-2,4
aqp7_EnteroAnte-2,4
atp2a2b_EnteroAnte-2,1
mfhas1_EnteroAnte-2,5
ghrb_EnteroAnte-2,6
esrra_EnteroAnte-2,2
epdl2_EnteroAnte-2,4
slc7a3a_EnteroAnte-2,6
si:dkey-22f5.9_EnteroAnte-2,5
mapk9_EnteroAnte-2,5
wwc1_EnteroAnte-2,5
pgk1_EnteroAnte-2,5
mpp1_EnteroAnte-2,5
p4ha2_EnteroAnte-2,1
hspa4a_EnteroAnte-2,2
camk1b_EnteroAnte-2,5
BX571768.1_EnteroAnte-2,5
tax1bp3_EnteroAnte-2,5
gadd45ba_EnteroAnte-2,6
CR848705.2_EnteroAnte-2,5
rpn2_EnteroAnte-2,5
tmcc1b_EnteroAnte-2,5
prkcdb_EnteroAnte-2,5
si:ch211-220m17.4_EnteroAnte-2,5
tdo2b_EnteroAnte-2,4
bhlhe40_EnteroAnte-2,4
prxl2b_EnteroAnte-2,4
arf4a.1_EnteroAnte-2,5
sec31a_EnteroAnte-2,5
mat2aa_EnteroAnte-2,5
plac8.1_EnteroAnte-2,5
bnip3lb_EnteroAnte-2,5
gigyf1b_EnteroAnte-2,3
bach1b_EnteroAnte-2,5
cltca_EnteroAnte-2,5
hyou1_EnteroAnte-2,1
dgat2_EnteroAnte-2,4
rab6a_EnteroAnte-2,5
ogdhb_EnteroAnte-2,6
rreb1a_EnteroAnte-2,5
cyb5a_EnteroAnte-2,5
klf6a_EnteroAnte-2,5
BX546453.1_EnteroAnte-2,5
gnal_EnteroAnte-2,5
tram1_EnteroAnte-2,5
pdia4_EnteroAnte-2,1
si:ch211-161h7.5_EnteroAnte-2,4
spata13_EnteroAnte-2,5
vipr2_EnteroAnte-2,2
vav3a_EnteroAnte-2,4
rb1cc1_EnteroAnte-2,4
pcmtd1_EnteroAnte-2,4
nuak2_EnteroAnte-2,4
cela1.6_EnteroAnte-2,4
insrb_EnteroAnte-2,3
hsd11b1la_EnteroAnte-2,5
creb3l3a_EnteroAnte-2,5
manf_EnteroAnte-2,1
hbp1_EnteroAnte-2,3
fads2_EnteroAnte-2,5
nuak1b_EnteroAnte-2,5
fa2h_EnteroAnte-2,5
cyb5r2_EnteroAnte-2,5
tead1a_EnteroAnte-2,4
cyp2x8_EnteroAnte-2,4
cpa5_EnteroAnte-2,4
prr5a_EnteroAnte-2,4
wnk1a_EnteroAnte-2,5
ckmt1_EnteroAnte-2,5
dusp8a_EnteroAnte-2,5
ugt5a2_EnteroAnte-2,5
hsd17b12a_EnteroAnte-2,5
pdia3_EnteroAnte-2,1
ces2b.1_EnteroAnte-2,5
kras_EnteroAnte-2,5
tnni2a.4_EnteroAnte-2,3
CABZ01080568.1_EnteroAnte-2,5
clcn2b_EnteroAnte-2,6
golim4a.1_EnteroAnte-2,5
CR786571.3_EnteroAnte-3,5
zanl_EnteroAnte-3,1
tpma_EnteroAnte-3,3
bbox1_EnteroAnte-3,5
zgc:112160_EnteroAnte-3,3
ctrb1_EnteroAnte-3,3
hsd11b2_EnteroAnte-3,4
c6ast4_EnteroAnte-3,4
aifm3_EnteroAnte-3,5
aacs_EnteroAnte-3,5
ela3l_EnteroAnte-3,4
myhz1.3_EnteroAnte-3,3
myhz1.1_EnteroAnte-3,3
ckma_EnteroAnte-3,4
si:ch73-141c7.1_EnteroAnte-3,1
hsp70.2_EnteroAnte-3,1
si:ch211-198m17.1_EnteroAnte-3,5
pdpk1a_EnteroAnte-3,4
pde6ha_EnteroAnte-3,4
gpd2_EnteroAnte-3,5
MYO7B_EnteroAnte-3,5
mybphb_EnteroAnte-3,3
cyp24a1_EnteroAnte-3,4
CABZ01117503.1_EnteroAnte-3,5
abhd3_EnteroAnte-3,5
amy2a_EnteroAnte-3,4
lpin2_EnteroAnte-3,4
slc6a9_EnteroAnte-3,4
apoda.2_EnteroAnte-3,4
mylz3_EnteroAnte-3,3
snapc3_EnteroAnte-3,5
ucp1_EnteroAnte-3,6
irs2b_EnteroAnte-3,4
lrrc58b_EnteroAnte-3,5
crygm2d2_EnteroAnte-3,2
neb_EnteroAnte-3,3
klf7b_EnteroAnte-3,5
mao_EnteroAnte-3,5
ttn.1_EnteroAnte-3,3
ttn.2_EnteroAnte-3,3
rcvrn2_EnteroAnte-3,4
apoa4b.2_EnteroAnte-3,5
prss59.1_EnteroAnte-3,3
me1_EnteroAnte-3,5
gramd1a_EnteroAnte-3,6
ches1_EnteroAnte-3,5
clocka_EnteroAnte-3,4
sh3rf1_EnteroAnte-3,5
vta1_EnteroAnte-3,5
tpd52l1_EnteroAnte-3,5
hsp90aa1.2_EnteroAnte-3,5
slc6a8_EnteroAnte-3,5
acsbg2_EnteroAnte-3,4
ela2l_EnteroAnte-3,4
gfpt1_EnteroAnte-3,5
actc1b_EnteroAnte-3,3
egln3_EnteroAnte-3,5
kif13ba_EnteroAnte-3,5
p4ha1b_EnteroAnte-3,5
slc8a1b_EnteroAnte-3,5
pabpc4_EnteroAnte-3,4
lpin1_EnteroAnte-3,6
apoba_EnteroAnte-3,5
pmt_EnteroAnte-3,5
abca1b_EnteroAnte-3,5
fosl1a_EnteroAnte-3,5
BX005454.1_EnteroAnte-3,5
abcg5_EnteroAnte-3,5
rhoua_EnteroAnte-3,5
gatm_EnteroAnte-3,5
pkma_EnteroAnte-3,5
chka_EnteroAnte-3,5
ccser2b_EnteroAnte-3,5
atp2a1l_EnteroAnte-3,3
apoa4a_EnteroAnte-3,5
ndrg1a_EnteroAnte-3,5
tagln_EnteroAnte-3,3
porb_EnteroAnte-3,5
foxo1a_EnteroAnte-3,4
egln2_EnteroAnte-3,5
hip1_EnteroAnte-3,5
plin2_EnteroAnte-3,5
zgc:162608_EnteroAnte-3,5
ksr1b_EnteroAnte-3,5
agfg1a_EnteroAnte-3,5
ctrl_EnteroAnte-3,3
slc25a33_EnteroAnte-3,4
abcg2a_EnteroAnte-3,4
ghrb_EnteroAnte-3,4
actn3a_EnteroAnte-3,3
si:dkey-22f5.9_EnteroAnte-3,5
ebf1b_EnteroAnte-3,5
slc13a2_EnteroAnte-3,6
tdo2b_EnteroAnte-3,4
arf4b_EnteroAnte-3,5
scarb1_EnteroAnte-3,1
klf6a_EnteroAnte-3,5
pck2_EnteroAnte-3,5
tram1_EnteroAnte-3,5
pdia4_EnteroAnte-3,1
smyhc2_EnteroAnte-3,2
cela1.6_EnteroAnte-3,4
creb3l3a_EnteroAnte-3,5
fads2_EnteroAnte-3,5
fa2h_EnteroAnte-3,5
ccnd2a_EnteroAnte-3,4
cpa5_EnteroAnte-3,3
dusp8a_EnteroAnte-3,5
ces2b.1_EnteroAnte-3,5
myhz1.3_EnteroEndo-51,4
myhz1.2_EnteroEndo-51,3
ak1_EnteroEndo-51,3
pvalb1_EnteroEndo-51,3
ttn.1_EnteroEndo-51,5
ttn.2_EnteroEndo-51,5
hsp90aa1.2_EnteroEndo-51,5
actc1b_EnteroEndo-51,3
mylpfb_EnteroEndo-51,3
pvalb2_EnteroEndo-51,3
mlnl_EnteroEndo-51,5
smyhc1_EnteroEndo-51,5
si:zfos-2372e4.1_EnteroEndo-51,1
tnni2a.4_EnteroEndo-51,3
mt-co1_EnteroEndo-51,6
nrip2_EnteroLyso-16,4
ctrb1_EnteroLyso-16,4
CR382383.2_EnteroLyso-16,3
myhz2_EnteroLyso-16,1
myhz1.3_EnteroLyso-16,4
rpl7a_EnteroLyso-16,2
ckma_EnteroLyso-16,3
actb2_EnteroLyso-16,2
atp5mc3b_EnteroLyso-16,2
serbp1a_EnteroLyso-16,2
rps26l_EnteroLyso-16,2
rps3a_EnteroLyso-16,2
ttn.1_EnteroLyso-16,3
ttn.2_EnteroLyso-16,3
rpl28_EnteroLyso-16,2
serpinb1_EnteroLyso-16,2
hsp90ab1_EnteroLyso-16,2
CT027638.1_EnteroLyso-16,2
